mdb_source_id,data_type,location.country_code,location.subdivision_name,location.municipality,provider,name,urls.direct_download,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on
594,gtfs,US,Colorado,Town of Mountain Village,Town of Mountain Village,,http://data.trilliumtransit.com/gtfs/mountainvillage-co-us/mountainvillage-co-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-town-of-mountain-village-gtfs-594.zip?alt=media,,37.93133,37.947176,-107.881954,-107.807134,2022-03-16T20:10:18+00:00
595,gtfs,US,California,San Francisco,"Alcatraz Cruises - Hornblower, Angel Island Tiburon Ferry, Blue & Gold Fleet",,http://data.trilliumtransit.com/gtfs/bayareaferries-ca-us/bayareaferries-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-alcatraz-cruises-hornblower-gtfs-595.zip?alt=media,,37.795497,37.872939,-122.478275,-122.393365,2022-03-16T20:10:19+00:00
596,gtfs,US,California,,San Juan Capistrano Free Weekend Trolley,,http://data.trilliumtransit.com/gtfs/sanjuancapistrano-ca-us/sanjuancapistrano-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-san-juan-capistrano-free-weekend-trolley-gtfs-596.zip?alt=media,,33.473604,33.507589,-117.685329157228,-117.662424646365,2022-03-16T20:10:20+00:00
597,gtfs,US,Connecticut,,Connecticut Transit,Hartford Line - Rail,http://www.hartfordline.com/files/gtfs/gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-connecticut-connecticut-transit-gtfs-597.zip?alt=media,,41.29732995,42.1063349,-72.92619467,-72.5933969,2022-03-16T20:10:21+00:00
598,gtfs,FR,Auvergne-Rhône-Alpes,Rumilly,J'ybus,,https://www.data.gouv.fr/fr/datasets/r/f8b861f3-6fbd-4eed-a82e-9fed96c9dd09,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-auvergne-rhone-alpes-jybus-gtfs-598.zip?alt=media,https://transport.data.gouv.fr/datasets/offre-de-transports-jybus-a-rumilly,45.840406,45.921741,5.932356,6.120262,2022-04-26T02:19:20+00:00
599,gtfs,US,California,Vacaville,City Coach,,http://data.trilliumtransit.com/gtfs/vacavillecitycoach-ca-us/vacavillecitycoach-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-coach-gtfs-599.zip?alt=media,,38.32518498,38.3978029,-122.00789,-121.93363,2022-03-16T20:10:28+00:00
600,gtfs,FR,Auvergne-Rhône-Alpes,Aix les Bains,Ondéa - COMPAGNIE DE TRANSPORT DU LAC DU BOURGET-CTLB,,https://ratpdev-mosaic-prod-bucket-raw.s3-eu-west-1.amazonaws.com/33/exports/1/gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-auvergne-rhone-alpes-ondea-compagnie-de-transport-du-lac-du-bourget-ctlb-gtfs-600.zip?alt=media,https://transport.data.gouv.fr/datasets/ctlb-donnees-theoriques-et-rt-aix-les-bains-lac-du-bourget/,45.592876,45.786327,5.82058,6.012444,2022-04-26T02:03:43+00:00
601,gtfs,US,Massachusetts,Boston,Logan Express,,http://data.trilliumtransit.com/gtfs/loganexpress-ma-us/loganexpress-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-logan-express-gtfs-601.zip?alt=media,,42.21736,42.51759,-71.39341,-71.017076,2022-03-16T20:10:33+00:00
602,gtfs,US,Tennessee,Memphis,Memphis Area Transit Authoritiy,,https://www.matatransit.com/assets/2/6/Memphis_TN_transitfeed2.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-tennessee-memphis-area-transit-authoritiy-gtfs-602.zip?alt=media,,35.001607,35.269264,-90.127347,-89.754447,2022-03-16T20:10:36+00:00
603,gtfs,US,Colorado,Telluride,Town of Telluride,,http://data.trilliumtransit.com/gtfs/telluride-co-us/telluride-co-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-town-of-telluride-gtfs-603.zip?alt=media,,37.93503,37.94021,-107.82207,-107.80002,2022-03-16T20:10:38+00:00
604,gtfs,US,Washington,Longview,Wahkiakum Ferry,,http://oregon-gtfs.com/gtfs_data/wahkiakumferry-or-us/wahkiakumferry-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-washington-wahkiakum-ferry-gtfs-604.zip?alt=media,,46.1371023921546,46.1532992569825,-123.378724476539,-123.377110622681,2022-03-16T20:10:38+00:00
605,gtfs,US,Oregon,Portland,Canby Ferry,,http://oregon-gtfs.com/gtfs_data/canbyferry-or-us/canbyferry-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-canby-ferry-gtfs-605.zip?alt=media,,45.2989871385735,45.3010657654158,-122.692828552403,-122.692637681176,2022-03-16T20:10:39+00:00
606,gtfs,US,California,Los Angeles,Get Around Town Express,,http://data.trilliumtransit.com/gtfs/getaroundtownexpress-ca-us/getaroundtownexpress-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-get-around-town-express-gtfs-606.zip?alt=media,,33.9159852759617,33.9592318964122,-118.225215727351,-118.163997470108,2022-03-16T20:10:40+00:00
607,gtfs,US,Colorado,Boulder,Home James,,http://data.trilliumtransit.com/gtfs/homejames-co-us/homejames-co-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-home-james-gtfs-607.zip?alt=media,,39.8475614987303,40.2570157561979,-105.939539015688,-104.672864277409,2022-03-16T20:10:42+00:00
608,gtfs,US,Virginia,Winchester,WinTran,,http://data.trilliumtransit.com/gtfs/wintran-va-us/wintran-va-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-wintran-gtfs-608.zip?alt=media,,39.13712,39.2084813977251,-78.19513,-78.143465090073,2022-03-16T20:10:44+00:00
609,gtfs,US,California,,Glendora Transportation Division,,http://data.trilliumtransit.com/gtfs/glendora-ca-us/glendora-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-glendora-transportation-division-gtfs-609.zip?alt=media,,34.0833929992766,34.1468809776457,-117.89009,-117.838194,2022-03-16T20:10:45+00:00
610,gtfs,US,Florida,,GoWal,,https://data.trilliumtransit.com/gtfs/gowal-fl-us/gowal-fl-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-florida-gowal-gtfs-610.zip?alt=media,,30.3395255098718,30.722111,-86.1807470036327,-86.1105577,2022-03-16T20:10:47+00:00
611,gtfs,US,Virginia,Bluefield,Graham Transit,,http://data.trilliumtransit.com/gtfs/grahamtransit-va-us/grahamtransit-va-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-graham-transit-gtfs-611.zip?alt=media,,37.2322934348219,37.3073947649655,-81.3460041737645,-81.2347962623343,2022-03-16T20:10:49+00:00
612,gtfs,US,Colorado,Greeley,Greeley-Evans Transit (GET),,https://nextcloud.greeleygov.com/index.php/s/yf5gysdomcLyCib/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-greeley-evans-transit-get-gtfs-612.zip?alt=media,,,,,,2022-03-16T20:10:50+00:00
613,gtfs,US,New York,,Greene County Transit,,https://s3.amazonaws.com/datatools-511ny/public/Greene_County_Transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-greene-county-transit-gtfs-613.zip?alt=media,https://data.ny.gov/download/77gx-ii52/application/pdf,42.11024,42.453165,-74.435418,-73.778373,2022-03-16T20:10:51+00:00
614,gtfs,US,Colorado,,Groome Transportation (Greenride),,https://data.trilliumtransit.com/gtfs/greenride-co-us/greenride-co-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-unknown-groome-transportation-gtfs-614.zip?alt=media,,39.849751,41.319546,-105.671434,-104.672284,2022-03-16T20:10:54+00:00
615,gtfs,US,North Carolina,Greensboro,Greensboro Transit Authority (GTA),,https://app.mecatran.com/urb/ws/feed/c2l0ZT1ncmVlbnNib3JvO2NsaWVudD1zZWxmO2V4cGlyZT07dHlwZT1ndGZzO2tleT00ZDQ3MDYyMjNiNjI3ZjFmMTU1YzFiNGIxNTY0Mzg0ZDFjNzYyOTQy,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-north-carolina-greensboro-transit-authority-gta-gtfs-615.zip?alt=media,,35.997281,36.147221,-79.918696,-79.725097,2022-03-16T20:10:58+00:00
616,gtfs,US,California,Gardena,GTrans,,http://data.trilliumtransit.com/gtfs/gtrans-ca-us/gtrans-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-gtrans-gtfs-616.zip?alt=media,,33.789348268787,34.051940409636,-118.37830550252,-118.223107,2022-03-16T20:11:00+00:00
617,gtfs,US,California,,Guadalupe Flyer,,http://data.trilliumtransit.com/gtfs/guadalupeflyer-ca-us/guadalupeflyer-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-guadalupe-flyer-gtfs-617.zip?alt=media,,34.946112429823,34.9711071914409,-120.589191040142,-120.43050668825,2022-03-16T20:11:01+00:00
618,gtfs,US,Maryland,Baltimore,Harbor Connector,,http://data.trilliumtransit.com/gtfs/harborconnector-md-us/harborconnector-md-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-harbor-connector-gtfs-618.zip?alt=media,,39.2759223488919,39.2839428588262,-76.6070138686386,-76.5740556363514,2022-03-16T20:11:02+00:00
619,gtfs,US,California,Turlock,Turlock Transit,,http://data.trilliumtransit.com/gtfs/turlock-ca-us/turlock-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-turlock-transit-gtfs-619.zip?alt=media,,37.47806,37.52925,-120.88435,-120.83076,2022-03-16T20:11:04+00:00
620,gtfs,US,Indiana,Gary,Valparaiso Transit,,http://data.trilliumtransit.com/gtfs/valpotransit-chi-us/valpotransit-chi-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-indiana-valparaiso-transit-gtfs-620.zip?alt=media,,41.4552612,41.886761,-87.635139,-87.0139127,2022-03-16T20:11:05+00:00
621,gtfs,US,Virginia,,Virginia Regional Transit,,http://data.trilliumtransit.com/gtfs/vatransit-va-us/vatransit-va-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-virginia-regional-transit-gtfs-621.zip?alt=media,,38.0289070749037,39.143534,-78.4998357379939,-77.561757,2022-03-16T20:11:07+00:00
622,gtfs,US,California,Berkeley,West Berkeley Shuttle,,http://data.trilliumtransit.com/gtfs/westberkeleyshuttle-ca-us/westberkeleyshuttle-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-west-berkeley-shuttle-gtfs-622.zip?alt=media,,37.8513586852571,37.859964149085,-122.295178114587,-122.270110040259,2022-03-16T20:11:09+00:00
623,gtfs,US,California,,Go West Shuttle,,http://data.trilliumtransit.com/gtfs/westcovina-ca-us/westcovina-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-go-west-shuttle-gtfs-623.zip?alt=media,,34.0022032814329,34.0868832783108,-117.954219468385,-117.872601420076,2022-03-16T20:11:10+00:00
624,gtfs,US,Rhode Island,,Rhode Island Public Transit Authority,,https://www.ripta.com/wp-content/uploads/2022/01/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-rhode-island-rhode-island-public-transit-authority-gtfs-624.zip?alt=media,,41.372687,42.016993,-71.829808,-71.154292,2022-03-16T20:11:14+00:00
625,gtfs,US,Texas,,Connect Transit,,https://data.trilliumtransit.com/gtfs/gulfcoastcenter-tx-us/gulfcoastcenter-tx-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-texas-gulf-coast-center-gtfs-625.zip?alt=media,,28.9438134,29.5135344528876,-95.4648053214995,-94.89328642,2022-03-22T17:15:42+00:00
626,gtfs,US,Florida,,Florida Department of Transportation (SunRail),,https://transitfeeds.com/p/florida-department-of-transportation/684/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-florida-sunrail-gtfs-626.zip?alt=media,,28.258907,28.855694,-81.484367,-81.298115,2022-03-16T20:11:19+00:00
627,gtfs,FR,Auvergne-Rhône-Alpes,Saint-Étienne,Saint-Etienne Métropole,Réseau de transport stéphanois (STAS),https://www.data.gouv.fr/fr/datasets/r/8b3e71e2-1155-4fb0-bf4a-cdddbb496e29,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-auvergne-rhone-alpes-saint-etienne-metropole-gtfs-627.zip?alt=media,https://transport.data.gouv.fr/datasets/donnees-horaires-theoriques-gtfs-du-reseau-de-transport-de-la-metropole-de-saint-etienne-stas/,45.3676394217,45.6362101783,4.0634625087,4.6427560851,2022-04-26T02:13:30+00:00
628,gtfs,US,California,,Union City Transit,,https://data.trilliumtransit.com/gtfs/unioncity-ca-us/unioncity-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-union-city-transit-gtfs-628.zip?alt=media,,37.567764,37.612185,-122.082768,-122.002866,2022-03-16T20:11:22+00:00
629,gtfs,US,Vermont,Burlington,Chittenden County Transportation Authority  (CCTA),,http://data.trilliumtransit.com/gtfs/ccta-vt-us/ccta-vt-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-vermont-chittenden-county-transportation-authority-ccta-gtfs-629.zip?alt=media,,44.010319,44.99747,-73.29892,-72.02065,2022-03-16T20:11:27+00:00
630,gtfs,US,Florida,Lecanto,Citrus County Transit,,https://ftis.org/PostFileDownload.aspx?id=152A0,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-florida-citrus-county-transit-gtfs-630.zip?alt=media,,,,,,2022-03-16T20:11:28+00:00
631,gtfs,US,Vermont,Hartford,Advance Transit,,http://data.trilliumtransit.com/gtfs/advancetransit-vt-us/advancetransit-vt-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-vermont-advance-transit-gtfs-631.zip?alt=media,,43.625202179,43.729133606,-72.3435561363965,-72.0132064819,2022-03-16T20:11:31+00:00
632,gtfs,US,Oregon,Ontario,Eastern Point,,http://oregon-gtfs.com/gtfs_data/easternpoint-or-us/easternpoint-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-eastern-point-gtfs-632.zip?alt=media,,43.54207602,44.058021435071,-121.301143956693,-116.951137,2022-03-16T20:11:32+00:00
633,gtfs,US,Oregon,Newport,Valley Retriever Busline,,http://oregon-gtfs.com/gtfs_data/valleyretriever-or-us/valleyretriever-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-valley-retriever-busline-gtfs-633.zip?alt=media,,44.0579701022706,45.5280202718972,-124.0604784,-121.300789117813,2022-03-16T20:11:33+00:00
634,gtfs,US,Oregon,Eugene,Eugene to Coos Bay,,http://oregon-gtfs.com/gtfs_data/eugenetocoosbay-or-us/eugenetocoosbay-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-eugene-to-coos-bay-gtfs-634.zip?alt=media,,43.3690937400976,44.291248,-124.213689565659,-116.958099,2022-03-16T20:11:35+00:00
635,gtfs,US,Oregon,Portland,HUT Airport Shuttle,,http://oregon-gtfs.com/gtfs_data/hut-or-us/hut-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-hut-airport-shuttle-gtfs-635.zip?alt=media,,,,,,2022-03-16T20:11:35+00:00
636,gtfs,US,Oregon,Redmond,High Desert Point,,http://oregon-gtfs.com/gtfs_data/highdesertpoint-or-us/highdesertpoint-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-high-desert-point-gtfs-636.zip?alt=media,,,,,,2022-03-16T20:11:36+00:00
637,gtfs,US,Oregon,Brookings,SouthWest POINT,,http://oregon-gtfs.com/gtfs_data/southwestpoint-or-us/southwestpoint-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-southwest-point-gtfs-637.zip?alt=media,,41.75243,42.44289,-124.288308,-121.74456016694,2022-03-16T20:11:38+00:00
638,gtfs,US,Oregon,Astoria,NorthWest POINT,,http://oregon-gtfs.com/gtfs_data/northwestpoint-or-us/northwestpoint-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-northwest-point-gtfs-638.zip?alt=media,,45.510194773438,46.19021,-123.9618428,-122.676247358322,2022-03-16T20:11:40+00:00
639,gtfs,US,Oregon,Eugene,Cascade POINT,,http://oregon-gtfs.com/gtfs_data/cascadespoint-or-us/cascadespoint-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-cascade-point-gtfs-639.zip?alt=media,,44.0428,45.52899472,-123.102580956479,-122.5958316,2022-03-16T20:11:41+00:00
640,gtfs,US,North Carolina,Charlotte,Charlotte Area Transit System (CATS),,https://transitfeeds.com/p/charlotte-area-transit-system/1252/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-north-carolina-charlotte-area-transit-system-cats-gtfs-640.zip?alt=media,,34.927049,35.509161,-81.179888,-80.558109,2022-03-16T20:11:47+00:00
641,gtfs,FR,Auvergne-Rhône-Alpes,Grenoble,Syndicat Mixte des Mobilités de l'Aire Grenobloise,,https://data.mobilites-m.fr/api/gtfs/BUL,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-auvergne-rhone-alpes-syndicat-mixte-des-mobilites-de-laire-grenobloise-gtfs-641.zip?alt=media,https://data.mobilites-m.fr/api/gtfs/BUL,45.192984,45.198644,5.724519,5.726084,2022-04-26T00:32:07+00:00
642,gtfs,FR,Bourgogne-Franche-Comté,Communauté de l'Auxerrois,Communauté d'Agglomération de l'Auxerrois,,https://www.data.gouv.fr/fr/datasets/r/ade0bfc2-0e7a-4087-96dd-a76aeb61d196,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-bourgogne-franche-comte-communaute-dagglomeration-de-lauxerrois-gtfs-642.zip?alt=media,https://transport.data.gouv.fr/datasets/reseau-de-transports-en-commun-de-la-communaute-dagglomeration-de-lauxerrois/,47.6975469997436,47.88501109,3.41888516,3.702427,2022-04-26T02:17:53+00:00
643,gtfs,IT,Liguria,Genoa,ATP Esercizio Srl,,https://transitfeeds.com/p/atp-esercizio-srl/1203/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-liguria-atp-esercizio-srl-gtfs-643.zip?alt=media,,44.1707573,44.6251068,8.56546783,9.61942291,2022-03-23T14:43:20+00:00
644,gtfs,US,Arizona,Sedona,RoadRunner,,http://data.trilliumtransit.com/gtfs/naipta-az-us/naipta-az-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-roadrunner-gtfs-644.zip?alt=media,,35.15968333,35.33031,-111.719754,-111.5733528,2022-03-16T20:12:04+00:00
645,gtfs,US,Massachusetts,Cape Cod,Cape Cod Regional Transportation Authority (Cape Cod RTA),,http://data.trilliumtransit.com/gtfs/capecod-ma-us/capecod-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-cape-code-regional-transportation-authority-cape-cod-rta-gtfs-645.zip?alt=media,,41.52303,42.0793734132862,-70.669797,-69.961949,2022-03-22T17:15:52+00:00
646,gtfs,US,California,Tulare,Tulare County Area Transit,,https://data.trilliumtransit.com/gtfs/tcat-flex-ca-us/tcat-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-tulare-county-area-transit-gtfs-646.zip?alt=media,,35.761867,36.545631,-119.486362,-118.815159,2022-03-16T20:12:13+00:00
647,gtfs,AR,Buenos Aires,,Trenes Argentinos,,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/trenes-gtfs/trenes-gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ar-buenos-aires-trenes-argentinos-gtfs-647.zip?alt=media,https://data.buenosaires.gob.ar/dataset/trenes-gtfs,-35.8738929,-34.0979051,-59.4336661,-57.8954007,2022-03-16T21:17:16+00:00
648,gtfs,AT,Wien,,"Wiener Lokalbahnen (WLB), Wiener Linien",,http://www.wienerlinien.at/ogd_realtime/doku/ogd/gtfs/gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/at-wien-wiener-lokalbahnen-wlb-gtfs-648.zip?alt=media,,47.9995020902886,48.3011051975429,16.1977025532707,16.5494019702052,2022-03-16T21:18:29+00:00
649,gtfs,AU,Victoria,,Port Phillip Ferries,,https://github.com/PPF-GTFS/GTFS/raw/main/GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-victoria-port-phillip-ferries-gtfs-649.zip?alt=media,,-38.14312171418421,-37.81696682290608,144.36218577889218,144.9450472321603,2022-03-16T21:18:30+00:00
650,gtfs,AU,Queensland,Magnetic Island,Translink Magnetic Island,,https://gtfsrt.api.translink.com.au/GTFS/MAG_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-magnetic-island-gtfs-650.zip?alt=media,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/81030a70-b1e1-4cb1-b7ae-67051d1368e5,-19.180021,-19.117094,146.837611,146.868939,2022-03-16T21:18:34+00:00
651,gtfs,AU,Queensland,Maryborough,Wide Bay Transit,Maryborough-Hervey Bay,https://gtfsrt.api.translink.com.au/GTFS/MHB_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-wide-bay-transit-gtfs-651.zip?alt=media,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/ee40c2d4-f170-426d-9719-3cc3e32c567c,-25.560525,-25.183988,152.558177,152.908899,2022-03-16T21:18:37+00:00
652,gtfs,AU,Queensland,Brisbane,North Stradbroke Island Buses,,https://gtfsrt.api.translink.com.au/GTFS/NSI_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-north-stradbroke-island-buses-gtfs-652.zip?alt=media,,-27.50324,-27.394988,153.40117,153.543723,2022-03-16T21:18:40+00:00
653,gtfs,AU,Queensland,Toowoomba,Bus Queensland Toowoomba (Bus Qld Toowoomba),,https://gtfsrt.api.translink.com.au/GTFS/TWB_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-bus-queensland-toowoomba-bus-qld-toowoomba-gtfs-653.zip?alt=media,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/48501fd9-148b-4b96-a9fa-b412d768048c,-27.611151,-27.258647,151.869525,152.06874,2022-03-16T21:18:44+00:00
654,gtfs,AU,Queensland,Warwick,Haidleys Panoramic Coaches,,https://gtfsrt.api.translink.com.au/GTFS/WAR_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-haidleys-panoramic-coaches-gtfs-654.zip?alt=media,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/4b6cc276-0d70-4c9c-adac-0b8cb384268a,-28.238421,-28.194167,151.985483,152.044586,2022-03-16T21:18:48+00:00
655,gtfs,AU,Queensland,Rockhampton,Youngs Bus Service,,https://gtfsrt.api.translink.com.au/GTFS/YEP_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-youngs-bus-service-gtfs-655.zip?alt=media,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/63dec6b1-bb77-470f-bb34-54fa0db3d6a7,-23.638604,-23.099773,150.387628,150.826186,2022-03-16T21:18:51+00:00
656,gtfs,FR,Bretagne,Vannes,Kicéo,,https://ratpdev-mosaic-prod-bucket-raw.s3-eu-west-1.amazonaws.com/21/exports/1/gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-bretagne-kiceo-gtfs-656.zip?alt=media,https://transport.data.gouv.fr/datasets/offre-de-transport-du-reseau-de-vannes-kiceo-donnees-theoriques-et-temps-reel/,47.502247,47.760487,-2.946423,-2.583998,2022-04-26T02:00:34+00:00
657,gtfs,AU,Victoria,Melbourne,Public Transport Victoria (PTV),,http://data.ptv.vic.gov.au/downloads/gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-victoria-public-transport-victoria-ptv-gtfs-657.zip?alt=media,https://www.data.vic.gov.au/data/dataset/ptv-timetable-and-geographic-information-2015-gtfs,,,,,2022-04-21T18:51:23+00:00
658,gtfs,FR,Bourgogne-Franche-Comté,Chalon-sur-Saône,Le Grand Chalon,,https://www.data.gouv.fr/fr/datasets/r/7d3fd400-c55e-4994-9d85-de1dd4291dcb,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-bourgogne-franche-comte-le-grand-chalon-gtfs-658.zip?alt=media,https://transport.data.gouv.fr/datasets/horaires-theoriques-du-reseau-zoom-le-grand-chalon-gtfs,46.654786,46.95573607,4.63357552,4.99360019,2022-04-26T02:15:41+00:00
659,gtfs,FR,Bourgogne-Franche-Comté,,Région Bourgogne-Franche-Comté,,https://exs.mobigo.cityway.fr/gtfs.aspx?key=OPENDATA&operatorCode=UT21,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-bourgogne-franche-comte-region-bourgogne-franche-comte-gtfs-659.zip?alt=media,https://transport.data.gouv.fr/datasets/reseau-de-transport-interurbain-mobigo-en-bourgogne-franche-comte,46.9543048433,47.9871388071,3.9078995987,5.5961507823,2022-04-26T02:24:50+00:00
660,gtfs,AU,South Australia,Adelaide,Adelaide Metro,,https://gtfs.adelaidemetro.com.au/v1/static/latest/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-south-australia-adelaide-metro-gtfs-660.zip?alt=media,,-35.339223,-34.571043,138.445316,139.036087,2022-03-16T21:38:51+00:00
661,gtfs,FR,Centre-Val de Loire,Tours,Tours Métropole Val de Loire,Fil Bleu,https://data.tours-metropole.fr/api/v2/catalog/datasets/zip-horaires-theoriques-du-reseau-fil-bleu-tours-metropole-gtfs/files/aa7f5e79190470545a898703a9c140be,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-centre-val-de-loire-tours-metropole-val-de-loire-gtfs-661.zip?alt=media,https://transport.data.gouv.fr/datasets/horaires-theoriques-du-reseau-fil-bleu-tours-metropole-gtfs,47.307511,47.493242,0.486706,0.850378,2022-04-26T00:40:30+00:00
662,gtfs,FR,Hauts-de-France,Amiens Métropole,Ametis,,https://www.data.gouv.fr/fr/datasets/r/1e116130-3670-496d-b8dc-cb8c628dd8b6,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-hauts-de-france-ametis-gtfs-662.zip?alt=media,https://transport.data.gouv.fr/datasets/fichier-gtfs/,49.7844,49.969997,2.10741,2.4361,2022-04-26T02:29:56+00:00
663,gtfs,FR,Hauts-de-France,Longuenesse,Communauté d'Agglomération du Pays de Saint-Omer,,https://www.data.gouv.fr/fr/datasets/r/5ec3d89e-cd57-4416-a5ba-c84c4784f958,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-hauts-de-france-communaute-dagglomeration-du-pays-de-saint-omer-gtfs-663.zip?alt=media,https://transport.data.gouv.fr/datasets/transports-en-commun-audomarois-1,50.558705,50.769529,2.20662,2.488277,2022-04-26T02:34:34+00:00
