mdb_source_id,data_type,location.country_code,location.subdivision_name,location.municipality,provider,name,urls.direct_download,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,Transitland ID,Transit Feeds ID
1217,gtfs,AU,Queensland,Kilcoy,TransLink Brisbane ,Kilcoy,https://transitfeeds.com/p/translink/11/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-brisbane-gtfs-1217.zip?alt=media,https://data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/254f67be-ea12-4da1-8475-c5424359290e,-27.1031,-26.923223,152.564827,152.962316,2022-03-23T23:05:20+00:00,,
1218,gtfs,AU,Queensland,Yeppoon,TransLink Brisbane ,Yeppoon,https://transitfeeds.com/p/translink/20/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-brisbane-gtfs-1218.zip?alt=media,https://data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/254f67be-ea12-4da1-8475-c5424359290e,-23.638604,-23.099315,150.387628,150.826186,2022-03-23T23:05:26+00:00,,
1219,gtfs,ES,"Navarra, Comunidad Foral de",Pamplona,Transporte Urbano Comarcal de Pamplona,,https://transitfeeds.com/p/transporte-urbano-comarcal-de-pamplona/499/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-navarra-transporte-urbano-comarcal-de-pamplona-gtfs-1219.zip?alt=media,,42.7338864109485,42.8584154007876,-1.70393984355798,-1.57345744089785,2022-03-23T23:05:39+00:00,,
1220,gtfs,AR,Buenos Aires,,Colectivos Buenos Aires,,https://transitfeeds.com/p/colectivos-buenos-aires/1037/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ar-buenos-aires-colectivos-buenos-aires-gtfs-1220.zip?alt=media,https://data.buenosaires.gob.ar/dataset/colectivos-gtfs,-35.182685,-34.042402,-60.97663,-57.730345,2022-03-23T23:10:49+00:00,,
1221,gtfs,CA,Québec,Montréal,Société de transport de Montréal,,https://transitfeeds.com/p/societe-de-transport-de-montreal/39/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-quebec-societe-de-transport-de-montreal-gtfs-1221.zip?alt=media,https://www.stm.info/en/about/developers/terms-use,45.402668,45.701116,-73.956204,-73.480581,2022-03-23T23:11:35+00:00,,
1222,gtfs,CA,British Columbia,Vancouver,TransLink Vancouver,,https://transitfeeds.com/p/translink-vancouver/29/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-british-columbia-translink-vancouver-gtfs-1222.zip?alt=media,https://developer.translink.ca/ServicesGtfs/GtfsData,49.004383,49.474111,-123.423063,-122.30486,2022-03-23T23:11:55+00:00,,
1223,gtfs,CA,New Brunswick,Saint John,Saint John Transit,,https://transitfeeds.com/p/saint-john-transit/1224/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-new-brunswick-saint-john-transit-gtfs-1223.zip?alt=media,https://catalogue-saintjohn.opendata.arcgis.com/datasets/d6f4783521364429a2e51a64c60ae234/about,,,,,2022-03-23T23:11:58+00:00,,
1224,gtfs,DE,Nordrhein-Westfalen,Aachen,"Rurtalbahn GmbH, ABELLIO Rail, VIAS GmbH, Aachener Straßenbahn und Energieversorgungs-AG, Rurtalbus GmbH, WestVerkehr GmbH, Staatsbahnen, National Express, ASEAG Netliner",,https://transitfeeds.com/p/aachener-verkehrsverbund/836/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-nordrhein-westfalen-rurtalbahn-gmbh-gtfs-1224.zip?alt=media,,50.510054,51.678547,5.859465,8.016278,2022-03-23T23:12:36+00:00,,
1225,gtfs,DE,Baden-Württemberg,Karlsruhe,Karlsruher Verkehrsverbundes,,https://transitfeeds.com/p/karlsruher-verkehrsverbundes/896/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-karlsruher-verkehrsverbundes-gtfs-1225.zip?alt=media,https://www.kvv.de/fahrplan/fahrplaene/open-data.html,48.4444287068652,49.3522641266005,7.92748865301283,9.52687613454039,2022-03-23T23:13:10+00:00,,
1226,gtfs,DE,Hamburg,,Hamburger Verkehrsverbund GmbH (HVV),,https://transitfeeds.com/p/hamburger-verkehrsverbund-gmbh/1010/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-hamburg-hamburger-verkehrsverbund-gmbh-hvv-gtfs-1226.zip?alt=media,https://www.govdata.de/dl-de/by-2-0,51.536818622395,56.650332937513,8.310921044198,12.131073730255,2022-03-23T23:14:20+00:00,,
1227,gtfs,FI,Pohjois-Karjala,Joensuu,"Linja-Karjala Oy, Savo-Karjalan Linja Oy",,https://tvv.fra1.digitaloceanspaces.com/207.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-pohjois-karjala-linja-karjala-oy-gtfs-1227.zip?alt=media,,62.092129,63.325670884853885,28.924184940398234,30.936747,2022-03-23T23:14:35+00:00,,city-of-joensuu/732
1228,gtfs,GR,Attiki,Athens,Αthens Urban Transport Organisation (Οργανισμός Αστικών Συγκοινωνιών ΟΑΣΑ),,https://transitfeeds.com/p/athens-urban-transport-organisation/580/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gr-attiki-athens-urban-transport-organisation-organismos-astikon-sugkoinonion-oasa-gtfs-1228.zip?alt=media,,37.7194145701699,38.1550089904083,23.417466558685,24.0203030966813,2022-03-23T23:15:20+00:00,,
1229,gtfs,ID,Jawa Barat,Bogor,Bogor Angkots ,,https://transitfeeds.com/p/bogor-angkots/725/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/id-jawa-barat-bogor-angkots-gtfs-1229.zip?alt=media,,-6.6616,-6.5205,106.7285,106.8651,2022-03-23T23:15:26+00:00,,
1230,gtfs,IT,Liguria,Genoa,AMT Genova,,https://transitfeeds.com/p/amt-genova/1011/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-liguria-amt-genova-gtfs-1230.zip?alt=media,https://www.amt.genova.it/amt/amministrazione-trasparente/open-data/,44.380802,44.534306,8.695372,9.056105,2022-03-23T23:15:42+00:00,,
1231,gtfs,IT,Lombardia,Milan,Agenzia Mobilità Ambiente Territorio,,https://transitfeeds.com/p/agenzia-mobilita-ambiente-territorio/341/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-agenzia-mobilita-ambiente-territorio-gtfs-1231.zip?alt=media,http://www.amat-mi.it/it/mobilita/dati-strumenti-tecnologie/dati-gtfs/,45.3393649441656,45.6311473404826,8.99601914115518,9.43662513013151,2022-03-23T23:17:22+00:00,,
1232,gtfs,US,Colorado,Pueblo,Pueblo Transit,,https://data.trilliumtransit.com/gtfs/pueblo-co-us/pueblo-co-us--flex-v2.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-pueblo-transit-gtfs-1232.zip?alt=media,,38.21555474,38.33220087,-104.6713401,-104.5614035,2022-04-26T01:04:44+00:00,,
1233,gtfs,NZ,Waikato,,Bus It Waikato ,,https://transitfeeds.com/p/bus-it-waikato/1226/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/nz-waikato-bus-it-waikato-gtfs-1233.zip?alt=media,,-38.9897987817514,-36.84853,174.71168419116,176.1052278,2022-03-23T23:17:44+00:00,,
1234,gtfs,US,Massachusetts,,Pioneer Valley Transit Authority (PVTA),,https://transitfeeds.com/p/massdot/104/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-pioneer-valley-transit-authority-pvta-gtfs-1234.zip?alt=media,https://www.mass.gov/doc/developers-license-agreement-11132009/download,42.018114,42.477045,-72.796658,-72.400816,2022-03-23T23:17:52+00:00,,
1235,gtfs,US,Delaware,,Delaware Transit Corporation (DART First State),,https://transitfeeds.com/p/dart-first-state/209/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-delaware-delaware-transit-corporation-dart-first-state-gtfs-1235.zip?alt=media,,38.455356,39.832812,-75.769633,-75.077004,2022-03-23T23:17:59+00:00,,
1236,gtfs,US,Pennsylvania,State College,Centre County Transit Authority (CATA),CATABUS,https://transitfeeds.com/p/catabus/536/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-pennsylvania-centre-county-transit-authority-cata-gtfs-1236.zip?alt=media,https://catabus.com/developer-tools/,40.761013,40.84053,-77.94164999999998,-77.75423999999998,2022-03-23T23:18:01+00:00,,
1237,gtfs,US,Indiana,Indianapolis,IndyGo,,https://transitfeeds.com/p/indygo/210/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-indiana-indygo-gtfs-1237.zip?alt=media,http://www.indygo.net/about-indygo/indygo-developer-content-area/indygo-gtfs-terms-of-use/,39.628367,39.920356,-86.32687,-85.962238,2022-03-23T23:18:33+00:00,,
1238,gtfs,US,Illinois,Bloomington-Normal,Connect Transit,,https://transitfeeds.com/p/connect-transit/668/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-illinois-connect-transit-gtfs-1238.zip?alt=media,https://www.connect-transit.com/routes/general_transit_feed_specification.asp,40.44846874,40.53679758,-89.039767,-88.91076565,2022-03-23T23:18:36+00:00,,
1240,gtfs,US,New Mexico,Los Alamos ,Atomic City Transit,,https://transitfeeds.com/p/atomic-city-transit/1130/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-mexico-atomic-city-transit-gtfs-1240.zip?alt=media,,35.772873,35.905342,-106.33245,-106.18932,2022-03-23T23:18:41+00:00,,
1241,gtfs,US,Colorado,Colorado Springs,Mountain Metropolitan Transit,,https://transitfeeds.com/p/mountain-metropolitan-transit/374/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-mountain-metropolitan-transit-gtfs-1241.zip?alt=media,,,,,,2022-03-23T23:18:47+00:00,,
1243,gtfs,US,California,Concord,County Connection (CCCTA),,https://transitfeeds.com/p/county-connection/222/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-county-connection-cccta-gtfs-1243.zip?alt=media,,37.659113,38.019406,-122.191794,-121.778125,2022-03-23T23:18:59+00:00,,
1244,gtfs,US,California,Oakland,Alameda-Contra Costa Transit District (AC Transit),,https://transitfeeds.com/p/ac-transit/1269/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-alameda-contra-costa-transit-district-ac-transit-gtfs-1244.zip?alt=media,https://www.actransit.org/data-terms-and-conditions/,37.409768,38.017813,-122.421947,-121.886829,2022-03-23T23:19:13+00:00,,
1245,gtfs,US,California,Glendale,City of Glendale,,https://transitfeeds.com/p/city-of-glendale/628/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-of-glendale-gtfs-1245.zip?alt=media,,34.123164,34.223555,-118.312149,-118.175199,2022-03-23T23:19:16+00:00,,
1246,gtfs,US,California,Santa Barbara,Santa Barbara Metropolitan Transit District (MTD),,https://transitfeeds.com/p/santa-barbara-mtd/1156/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-santa-barbara-metropolitan-transit-district-mtd-gtfs-1246.zip?alt=media,,34.383217,34.454905,-119.905809,-119.480564,2022-03-23T23:19:26+00:00,,
1247,gtfs,US,North Dakota,Grand Forks,Cities Area Transit,,https://transitfeeds.com/p/cities-area-transit/834/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-north-dakota-cities-area-transit-gtfs-1247.zip?alt=media,http://www.grandforksgov.com/government/city-departments/cities-area-transit/data,47.874921,47.94908,-97.109559,-97.010581,2022-03-23T23:19:29+00:00,,
1248,gtfs,US,Alabama,Birmingham,Birmingham Jefferson County Transit Authority,,https://transitfeeds.com/p/birmingham-jefferson-county-transit-authority/683/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alabama-birmingham-jefferson-county-transit-authority-gtfs-1248.zip?alt=media,,33.33396,33.66285,-87.00786,-86.67696,2022-03-23T23:19:32+00:00,,
1249,gtfs,GB,England,London,Citymapper,Smartbus,https://transitfeeds.com/p/citymapper/894/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-england-citymapper-gtfs-1249.zip?alt=media,https://opendatacommons.org/licenses/pddl/1.0/,51.515629,51.550418,-0.104632,-0.072139,2022-03-23T23:19:34+00:00,,
1250,gtfs,JP,,,Unobus,,http://www3.unobus.co.jp/opendata/GTFS-JP.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-unknown-unobus-gtfs-1250.zip?alt=media,http://www3.unobus.co.jp/opendata/,34.660463,35.012687,133.918614140014,134.184238,2022-03-23T23:19:43+00:00,,
1251,gtfs,AU,Tasmania,,MerseyLink,,https://transitfeeds.com/p/merseylink/1221/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-tasmania-merseylink-gtfs-1251.zip?alt=media,https://www.merseylink.com.au/gtfs-feed/,,,,,2022-03-24T00:15:40+00:00,,
1252,gtfs,DE,Bayern,,HofBus,,https://transitfeeds.com/p/hofbus/1197/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-hofbus-gtfs-1252.zip?alt=media,,50.285254,50.34338,11.850416,11.964562,2022-03-24T00:15:42+00:00,,
1253,gtfs,ES,Bizkaia,Bilbao,Bilbobus,,https://transitfeeds.com/p/bilbobus/654/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-bilbobus-gtfs-1253.zip?alt=media,,43.226376863641,43.28958706061865,-2.9749143846026342,-2.883005884056148,2022-03-24T00:15:45+00:00,,
1254,gtfs,US,Oregon,Astoria,Astoria Riverfront Trolley,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/astoria-or-us/astoria-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-astoria-riverfront-trolley-gtfs-1254.zip?alt=media,,46.1878649419867,46.1951598159476,-123.854447105988,-123.798674072109,2022-04-26T00:01:12+00:00,,
1255,gtfs,FI,Etelä-Pohjanmaa,Seinäjoki,Komia Liikenne,Regular scheduled traffic,https://transitfeeds.com/p/komia-liikenne/1225/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-etela-pohjanmaa-komia-liikenne-gtfs-1255.zip?alt=media,https://www.komialiikenne.fi,62.731469,62.838396,22.766964,22.929869,2022-03-24T00:16:02+00:00,,
1256,gtfs,FR,Meurthe-et-Moselle,Nancy,Réseau urbain Stan,,https://transitfeeds.com/p/communaute-urbaine-du-grand-nancy/596/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-meurthe-et-moselle-reseau-urbain-stan-gtfs-1256.zip?alt=media,,48.610313,48.731663,6.107901,6.27393,2022-03-24T00:16:11+00:00,,
1257,gtfs,FR,Pays-de-la-Loire,Nantes,Ile d'Yeu,,https://transitfeeds.com/p/region-des-pays-de-la-loire/1070/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-pays-de-la-loire-ile-dyeu-gtfs-1257.zip?alt=media,http://opendatacommons.org/licenses/odbl/,46.7242998885,46.8922038887,-2.3477262276,-2.1390199277,2022-03-24T00:16:13+00:00,,
1258,gtfs,FR,Pays de la Loire,,Pays de la Loire,,https://transitfeeds.com/p/region-des-pays-de-la-loire/1071/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-pays-de-la-loire-pays-de-la-loire-gtfs-1258.zip?alt=media,http://opendatacommons.org/licenses/odbl/,42.4199654845,51.0304118157,-4.4803060144,16.3790037675,2022-03-24T00:16:27+00:00,,
1259,gtfs,FR,Pays de la Loire,,TER Pays de la Loire,Cars SNCF transports à la demande,https://transitfeeds.com/p/region-des-pays-de-la-loire/1073/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-pays-de-la-loire-ter-pays-de-la-loire-gtfs-1259.zip?alt=media,https://opendatacommons.org/licenses/odbl/,,,,,2022-03-24T00:16:29+00:00,,
1260,gtfs,FR,Pays-de-la-Loire,Nantes,Tram Train,,https://transitfeeds.com/p/region-des-pays-de-la-loire/1074/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-pays-de-la-loire-tram-train-gtfs-1260.zip?alt=media,https://opendatacommons.org/licenses/odbl/,,,,,2022-03-24T00:16:31+00:00,,
1261,gtfs,FR,Pays-de-la-Loire,,LILA,,https://transitfeeds.com/p/region-des-pays-de-la-loire/969/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-pays-de-la-loire-lila-gtfs-1261.zip?alt=media,https://data.nantesmetropole.fr/explore/dataset/234400034_032-012_gtfs_lila/information/,46.64782091,48.10382256,-2.21905534,-0.74188328,2022-03-24T00:16:37+00:00,,
1262,gtfs,IN,Delhi,,Delhi Transport Corporation,,https://transitfeeds.com/p/delhi-transport-corporation/1047/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/in-delhi-delhi-transport-corporation-gtfs-1262.zip?alt=media,https://otd.delhi.gov.in/static/assets/terms-and-conditions.pdf,0.0,28.87865,0.0,77.49000549,2022-03-24T00:16:51+00:00,,
1263,gtfs,IT,Toscana,Firenze,Azienda Trasporti Area Fiorentina (ATAF),,https://transitfeeds.com/p/azienda-trasporti-dellarea-fiorentina/739/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-toscana-azienda-trasporti-area-fiorentina-ataf-gtfs-1263.zip?alt=media,,43.6708429005161,43.9140659813961,11.0112905791906,11.3885660460831,2022-03-24T00:17:13+00:00,,
1264,gtfs,IT,Lombardia,Varese,Azienda Varesina Trasporti (AVT),,https://transitfeeds.com/p/azienda-varesina-trasporti/525/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-azienda-varesina-trasporti-avt-gtfs-1264.zip?alt=media,,45.858448,45.860677,8.787817,8.790801,2022-03-24T00:17:15+00:00,,
1265,gtfs,IT,Regione Autonoma della Sardegna,,Collegamenti marittimi Grandi Navi Veloci,,https://transitfeeds.com/p/collegamenti-marittimi-grandi-navi-veloci/1164/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-sardegna-collegamenti-marittimi-grandi-navi-veloci-gtfs-1265.zip?alt=media,,35.78928874574407,44.411405000188,-5.803751351906152,15.0918573,2022-03-24T00:17:17+00:00,,
1266,gtfs,IT,Piemonte,Turin,"TRENITALIA, Gruppo Torinese Trasporti (GTT)",SFM (Railway),https://transitfeeds.com/p/gruppo-torinese-trasporti/664/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-trenitalia-gtfs-1266.zip?alt=media,,44.5503552277837,45.4201003714791,6.6586595428636,8.207680132992,2022-03-24T00:17:24+00:00,,
1267,gtfs,IT,Lombardia,Milano,Movibus S.r.l.,,https://transitfeeds.com/p/movibus-s-r-l/1232/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-movibus-srl-gtfs-1267.zip?alt=media,http://dati.mit.gov.it/catalog/dataset/orari-autobus-lombardia,45.45574,45.634625,8.7251913,9.176118,2022-03-24T00:17:28+00:00,,
1268,gtfs,IT,Regione Autonoma della Sardegna,,Quadri orari traghetti,,https://transitfeeds.com/p/quadri-orari-traghetti/1169/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-quadri-orari-traghetti-gtfs-1268.zip?alt=media,,39.1114042,41.2119799,8.2940375,9.4067082,2022-03-24T00:17:30+00:00,,
1269,gtfs,PH,,,Philippines,,https://transitfeeds.com/p/philippines/71/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ph-unknown-philippines-gtfs-1269.zip?alt=media,,14.2502,14.884,120.9,121.229,2022-03-24T00:17:36+00:00,,
1270,gtfs,PL,Małopolskie,Kraków,Zarząd Transportu Publicznego w Krakowie (ZTP Kraków),Tram,https://gtfs.ztp.krakow.pl/GTFS_KRK_T.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-malopolskie-mpk-sa-w-krakowie-gtfs-1270.zip?alt=media,https://ztp.krakow.pl,50.012338,50.101977,19.88192,20.116968,2022-04-19T13:28:31+00:00,,
1271,gtfs,PL,Dolnośląskie,Bolesławiec,Komunikacja Miejska - Bolesławiec,,https://transitfeeds.com/p/przyjazdy-pl-boles-awiec/1209/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-dolnoslaskie-komunikacja-miejska-boleslawiec-gtfs-1271.zip?alt=media,,51.23244,51.52693,15.46822,15.6345,2022-03-24T00:17:43+00:00,,
1272,gtfs,PT,Lisboa,Cascais,Mobi Cascais,,https://transitfeeds.com/p/mobi-cascais/1075/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pt-lisboa-mobi-cascais-gtfs-1272.zip?alt=media,https://dadosabertos.cascais.pt/dataset/gtfs-mobicascais,38.679561,38.763594,-9.484887,-9.313059,2022-03-24T00:17:47+00:00,,
1273,gtfs,RS,Šumadijski okrug,Kragujevac,Kragujevac,,https://transitfeeds.com/p/gas-kragujevac/1230/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/rs-sumadijski-okrug-kragujevac-gtfs-1273.zip?alt=media,https://www.kgbus.rs/,43.934379,44.08938,20.79543,21.01479,2022-03-24T00:17:50+00:00,,
1274,gtfs,TH,,,Coopthai,,https://transitfeeds.com/p/coopthai-nct/787/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-unknown-coopthai-gtfs-1274.zip?alt=media,,18.41717,18.800474,98.67703,99.006584,2022-03-24T00:17:52+00:00,,
1275,gtfs,TH,Chiang Mai,,Western Chiang Mai,,https://transitfeeds.com/p/coopthai-nct/798/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-western-chiang-mai-gtfs-1275.zip?alt=media,,18.791196,19.073048,98.30328,98.999285,2022-03-24T00:17:54+00:00,,
1276,gtfs,TW,Miaoli,,Miaoli,,https://transitfeeds.com/p/taiwan/954/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-miaoli-miaoli-gtfs-1276.zip?alt=media,,24.136164,25.12029,120.62628,121.517615,2022-03-24T00:17:58+00:00,,
1277,gtfs,TW,,,Taichung,,https://transitfeeds.com/p/taiwan/955/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-unknown-taichung-gtfs-1277.zip?alt=media,,22.627563,25.132208,120.1524,121.77578,2022-03-24T00:18:18+00:00,,
1278,gtfs,US,Alberta,Grande Prairie,Grande Prairie Transit,,https://transitfeeds.com/p/grande-prairie-transit/1255/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alberta-grande-prairie-transit-gtfs-1278.zip?alt=media,,55.1364482604836,55.1998543176981,-118.858995480986,-118.758170437994,2022-03-24T00:18:20+00:00,,
1279,gtfs,US,Minnesota,Rochester,Rochester City Lines,,https://transitfeeds.com/p/rochester-city-lines/774/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-minnesota-rochester-city-lines-gtfs-1279.zip?alt=media,,43.509117,44.9758836493634,-93.2730178534985,-91.690971,2022-03-24T00:18:25+00:00,,
1280,gtfs,US,California,Glendale,Glendale Beeline,,https://transitfeeds.com/p/glendale-beeline/917/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-glendale-beeline-gtfs-1280.zip?alt=media,,34.123164,34.223555,-118.312149,-118.175199,2022-03-24T00:18:28+00:00,,
1281,gtfs,AU,Victoria,,Mornington Railway,,https://transitfeeds.com/p/mornington-railway/806/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-victoria-mornington-railway-gtfs-1281.zip?alt=media,,-38.22984964539984,-38.21404566869699,145.0502921640873,145.10695785284042,2022-03-24T00:18:29+00:00,,
1282,gtfs,TH,Chiang Mai,,Northern Chiang Mai,,https://transitfeeds.com/p/northern-chiang-mai/797/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-northern-chiang-mai-gtfs-1282.zip?alt=media,,18.791541,20.061907,98.847561,99.362492,2022-03-24T00:18:32+00:00,,
1283,gtfs,FR,Île-de-France,Paris,STIF,,https://transitfeeds.com/p/stif/822/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-ile-de-france-stif-gtfs-1283.zip?alt=media,http://stif.info/,47.960853,49.426429,1.149888,3.560673,2022-03-24T00:20:54+00:00,,
1284,gtfs,US,Oregon,,Shuttle Oregon,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/shuttleoregon-or-us/shuttleoregon-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-shuttle-oregon-gtfs-1284.zip?alt=media,,44.05812,45.5890770264258,-123.028335,-120.830689,2022-04-26T00:04:32+00:00,,
1285,gtfs,US,North Dakota,Fargo,MATBUS,,https://transitfeeds.com/p/matbus/833/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-north-dakota-matbus-gtfs-1285.zip?alt=media,http://www.matbus.com/GTFSFeed.htm,46.802662,46.91984,-96.914784,-96.68326,2022-03-24T00:22:22+00:00,,
1286,gtfs,FR,Occitanie,Mazamet,Offre de transport du réseau Libellus,,https://transitfeeds.com/p/mazamet/1218/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-occitanie-offre-de-transport-du-reseau-libellus-gtfs-1286.zip?alt=media,,0.0,43.632646,0.0,2.405232,2022-03-24T00:22:24+00:00,,
1288,gtfs,US,California,Napa,VINE Transit,,https://transitfeeds.com/p/napa-vine/1268/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-vine-transit-gtfs-1288.zip?alt=media,https://vinetransit.com/open-data-portal/,37.925323,38.583539,-122.579754889011,-122.041518688202,2022-03-24T00:22:36+00:00,,
1289,gtfs,US,North Carolina,Raleigh,North Carolina State University (NCSU),,http://data.trilliumtransit.com/gtfs/ncsu-wolfline-nc-us/ncsu-wolfline-nc-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-north-carolina-north-carolina-state-university-ncsu-gtfs-1289.zip?alt=media,,35.7659454167,35.8023515275,-78.7167181595,-78.6637517487,2022-03-24T00:22:37+00:00,,north-carolina-state-university/387
1290,gtfs,PL,Pomorskie,Trójmieście,PKP Szybka Kolej Miejska w Trójmieście,,https://transitfeeds.com/p/pkp-szybka-kolej-miejska-w-trojmie-cie/1116/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-pomorskie-pkp-szybka-kolej-miejska-w-trojmiescie-gtfs-1290.zip?alt=media,http://przyjazdy.pl/gtfs,54.1210638,54.6058525,17.7504301,18.6446624,2022-03-24T00:23:14+00:00,,
1291,gtfs,FR,Île-de-France,Paris,Régie Autonome des Transports Parisiens,,https://transitfeeds.com/p/regie-autonome-des-transports-parisiens/413/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-ile-de-france-regie-autonome-des-transports-parisiens-gtfs-1291.zip?alt=media,,48.669856074950665,49.058649071321184,2.0122584189440045,2.782492052599299,2022-03-24T00:24:32+00:00,,
1292,gtfs,DK,,,Rejseplanen,,http://www.rejseplanen.info/labs/GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/dk-unknown-rejseplanen-gtfs-1292.zip?alt=media,,53.552502176324,57.739058058049,8.116742858755,16.359651748769,2022-03-24T00:25:18+00:00,,rejseplanen/705
