mdb_source_id,data_type,location.country_code,location.subdivision_name,location.municipality,provider,name,urls.direct_download,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,Transitland ID,Transit Feeds ID
644,gtfs,US,Arizona,Sedona,RoadRunner,,http://data.trilliumtransit.com/gtfs/naipta-az-us/naipta-az-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-roadrunner-gtfs-644.zip?alt=media,,35.15968333,35.33031,-111.719754,-111.5733528,2022-03-16T20:12:04+00:00,,sedona-roadrunner/244
650,gtfs,AU,Queensland,Magnetic Island,Translink Magnetic Island,,https://gtfsrt.api.translink.com.au/GTFS/MAG_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-magnetic-island-gtfs-650.zip?alt=media,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/81030a70-b1e1-4cb1-b7ae-67051d1368e5,-19.180021,-19.117094,146.837611,146.868939,2022-03-16T21:18:34+00:00,,translink/13
656,gtfs,FR,Bretagne,Vannes,Kicéo,,https://ratpdev-mosaic-prod-bucket-raw.s3-eu-west-1.amazonaws.com/21/exports/1/gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-bretagne-kiceo-gtfs-656.zip?alt=media,https://transport.data.gouv.fr/datasets/offre-de-transport-du-reseau-de-vannes-kiceo-donnees-theoriques-et-temps-reel/,47.502247,47.760487,-2.946423,-2.583998,2022-04-26T02:00:34+00:00,,
658,gtfs,FR,Bourgogne-Franche-Comté,Chalon-sur-Saône,Le Grand Chalon,,https://www.data.gouv.fr/fr/datasets/r/7d3fd400-c55e-4994-9d85-de1dd4291dcb,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-bourgogne-franche-comte-le-grand-chalon-gtfs-658.zip?alt=media,https://transport.data.gouv.fr/datasets/horaires-theoriques-du-reseau-zoom-le-grand-chalon-gtfs,46.654786,46.95573607,4.63357552,4.99360019,2022-04-26T02:15:41+00:00,,
659,gtfs,FR,Bourgogne-Franche-Comté,,Région Bourgogne-Franche-Comté,,https://exs.mobigo.cityway.fr/gtfs.aspx?key=OPENDATA&operatorCode=UT21,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-bourgogne-franche-comte-region-bourgogne-franche-comte-gtfs-659.zip?alt=media,https://transport.data.gouv.fr/datasets/reseau-de-transport-interurbain-mobigo-en-bourgogne-franche-comte,46.9543048433,47.9871388071,3.9078995987,5.5961507823,2022-04-26T02:24:50+00:00,,
661,gtfs,FR,Centre-Val de Loire,Tours,Tours Métropole Val de Loire,Fil Bleu,https://data.tours-metropole.fr/api/v2/catalog/datasets/zip-horaires-theoriques-du-reseau-fil-bleu-tours-metropole-gtfs/files/aa7f5e79190470545a898703a9c140be,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-centre-val-de-loire-tours-metropole-val-de-loire-gtfs-661.zip?alt=media,https://transport.data.gouv.fr/datasets/horaires-theoriques-du-reseau-fil-bleu-tours-metropole-gtfs,47.307511,47.493242,0.486706,0.850378,2022-04-26T00:40:30+00:00,,
662,gtfs,FR,Hauts-de-France,Amiens Métropole,Ametis,,https://www.data.gouv.fr/fr/datasets/r/1e116130-3670-496d-b8dc-cb8c628dd8b6,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-hauts-de-france-ametis-gtfs-662.zip?alt=media,https://transport.data.gouv.fr/datasets/fichier-gtfs/,49.7844,49.969997,2.10741,2.4361,2022-04-26T02:29:56+00:00,,
663,gtfs,FR,Hauts-de-France,Longuenesse,Communauté d'Agglomération du Pays de Saint-Omer,,https://www.data.gouv.fr/fr/datasets/r/5ec3d89e-cd57-4416-a5ba-c84c4784f958,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-hauts-de-france-communaute-dagglomeration-du-pays-de-saint-omer-gtfs-663.zip?alt=media,https://transport.data.gouv.fr/datasets/transports-en-commun-audomarois-1,50.558705,50.769529,2.20662,2.488277,2022-04-26T02:34:34+00:00,,
664,gtfs,FR,Hauts-de-France,Dunkirk,Communauté Urbaine de Dunkerque (Réseau Dk Bus),,https://www.data.gouv.fr/fr/datasets/r/c82ea9cd-f9b0-4ce3-ad04-139f4f2f1e84,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-hauts-de-france-communaute-urbaine-de-dunkerque-reseau-dk-bus-gtfs-664.zip?alt=media,https://transport.data.gouv.fr/datasets/offre-de-transports-reseau-dk-bus-de-la-communaute-urbaine-de-dunkerque-gtfs,50.9408726301608,51.0821116046432,2.0998841903565,2.6010236,2022-04-26T02:31:20+00:00,,
680,gtfs,AU,Northern Territory,Darwin,"Department of Transport, Public Transport",Darwin public bus network,https://dipl.nt.gov.au/data-feeds/bus-gtfs/google-transit-darwin.zip?v=0.16.0,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-northern-territory-department-of-transport-gtfs-680.zip?alt=media,https://dipl.nt.gov.au/data/bus-timetable-data-and-geographic-information,-12.673611,-12.35262,130.82082,131.131822,2022-03-16T22:01:23+00:00,,nt-department-of-transport/517
681,gtfs,AU,Tasmania,Burnie,MetroTas Burnie,,http://www.metrotas.com.au/wp-content/uploads/transit/Burnie/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-tasmania-metrotas-burnie-gtfs-681.zip?alt=media,,-41.55744214603599,-40.7606108112925,145.12451253471826,147.1571264979121,2022-03-16T22:01:29+00:00,,metrotas/313
682,gtfs,AU,Tasmania,Launceston,MetroTas Launceston,,http://www.metrotas.com.au/wp-content/uploads/transit/Launceston/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-tasmania-metrotas-launceston-gtfs-682.zip?alt=media,,-42.88489072090745,-41.00315447,146.8052311,148.3035978,2022-03-16T22:01:36+00:00,,metrotas/312
683,gtfs,AU,Northern Territory,Alice Springs,Department of Transport - Public Transport,Alice Springs public bus network,https://dipl.nt.gov.au/data-feeds/bus-gtfs/google-transit-alice-springs.zip?v=0.7.0,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-northern-territory-department-of-transport-public-transport-gtfs-683.zip?alt=media,,-23.777408,-23.668637,133.826057,133.903218,2022-03-16T22:01:42+00:00,,nt-department-of-transport/518
686,gtfs,BE,,,Société nationale des chemins de fer belges (NMBS-SNCB),,https://gtfs.irail.be/nmbs/gtfs/latest.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/be-unknown-societe-nationale-des-chemins-de-fer-belges-nmbs-sncb-gtfs-686.zip?alt=media,,48.86667,52.35,2.333333,6.133333,2022-03-16T22:03:50+00:00,,societe-nationale-des-chemins-de-fer-belges/528
689,gtfs,CA,Yukon,Whitehorse,Whitehorse Transit,,https://data.whitehorse.ca/Google_transit_Feed_Docs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-yukon-whitehorse-transit-gtfs-689.zip?alt=media,https://data.whitehorse.ca/,60.683944,60.7876185,-135.1688514,-135.0168974,2022-03-16T22:04:04+00:00,,
761,gtfs,CA,British Columbia,Port Alberni,Port Alberni,,https://bct.tmix.se/Tmix.Cap.TdExport.WebApi/gtfs/?operatorIds=11,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-british-columbia-port-alberni-gtfs-761.zip?alt=media,https://www.bctransit.com/open-data/terms-of-use,49.21847,49.27743,-124.85047,-124.78265,2022-03-17T13:16:35+00:00,,
762,gtfs,CA,British Columbia,,South Okanagan-Similkameen,,https://www.bctransit.com/data/gtfs/south-okanagan-similkameen.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-british-columbia-south-okanagan-similkameen-gtfs-762.zip?alt=media,https://www.bctransit.com/open-data/terms-of-use,49.453034,49.887128,-119.735228,-119.494941,2022-03-17T13:16:35+00:00,,
763,gtfs,CA,Québec,Lévis,Société de transport de Lévis,,https://www.stlevis.ca/sites/default/files/public/assets/gtfs/transit/gtfs_stlevis.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-quebec-societe-de-transport-de-levis-gtfs-763.zip?alt=media,,46.552296,46.828171,-71.409636,-71.064983,2022-03-17T13:16:38+00:00,,societe-de-transport-de-levis/1173
764,gtfs,CA,New Brunswick,Fredericton,Fredericton Transit,,https://www.arcgis.com/sharing/rest/content/items/36704575683245329a1b208bcbc72e72/data,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-new-brunswick-fredericton-transit-gtfs-764.zip?alt=media,,45.90273428,46.01368444,-66.76942465,-66.57699011,2022-03-17T13:16:39+00:00,,
765,gtfs,CA,Alberta,Lethbridge,Lethbridge Transit,,https://www.lethbridge.ca/OpenDataSets/GTFS_Transit_Data.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-alberta-lethbridge-transit-gtfs-765.zip?alt=media,,49.6515019030274,49.7383759759889,-112.913215781046,-112.781255112961,2022-03-17T13:16:43+00:00,,
771,gtfs,DE,Baden-Württemberg,Hechingen,naldo Verkehrsverbund,,https://www.nvbw.de/fileadmin/user_upload/service/open_data/fahrplandaten_ohne_liniennetz/naldo.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-naldo-verkehrsverbund-gtfs-771.zip?alt=media,https://www.nvbw.de/open-data/fahrplandaten/fahrplandaten-mit-liniennetz,47.7691186771883,48.6917099455617,8.68140873846793,9.72322090621772,2022-03-17T13:19:13+00:00,,naldo-verkehrsverbund/1235
775,gtfs,FR,Hauts-de-France,Saint-Quentin,PASTEL,,https://www.data.gouv.fr/fr/datasets/r/f360cebb-ce17-495b-aac6-05b4f52ea444,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-hauts-de-france-pastel-gtfs-775.zip?alt=media,https://transport.data.gouv.fr/datasets/donnees-gtfs-2022-reseau-bus-pastel,49.8178626226751,49.86818,3.25119,3.32898,2022-04-26T02:32:59+00:00,,
778,gtfs,DE,Bayern,,Verkehrsverbund Rhein-Sieg,,http://download.vrsinfo.de/gtfs/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-verkehrsverbund-rhein-sieg-gtfs-778.zip?alt=media,https://www.vrs.de/fahren/fahrplanauskunft/opendata-/-openservice,49.961427,51.274642,6.230127,8.394097,2022-03-17T13:24:26+00:00,,verkehrsverbund-rhein-sieg/835
782,gtfs,DE,Berlin,,Verkehrsverbund Berlin-Brandenburg,,http://vbb.de/vbbgtfs,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-berlin-verkehrsverbund-berlin-brandenburg-gtfs-782.zip?alt=media,http://vbb.de/vbbgtfs,50.839245,54.322927,10.669821,17.037088,2022-03-17T13:25:37+00:00,,verkehrsverbund-berlin-brandenburg/213
784,gtfs,DE,,,Rursee-Schifffahrt KG,,https://de.data.public-transport.earth/gtfs-germany.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-rursee-schifffahrt-kg-gtfs-784.zip?alt=media,,-89.999999,69.57644,-170.198799,179.999997,2022-03-17T13:28:42+00:00,,
785,gtfs,DE,Nordrhein-Westfalen,,Verkehrsverbund Rhein-Ruhr,,https://www.opendata-oepnv.de/dataset/496eea5d-d6ef-4dc2-aeb0-d15c4fbf3178/resource/9874f617-0b5d-46c4-93da-cc0bb8598fd1/download/20220129_gtfs_vrr.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-germany-verkehrsverbund-rhein-ruhr-gtfs-785.zip?alt=media,https://opendata.ruhr/dataset/soll-fahrplandaten-vrr,50.3493192,52.2906704,5.8534852,9.4481208,2022-03-17T13:29:27+00:00,,"verkehrsverbund-rhein-ruhr-aor/1201, verkehrsverbund-rhein-ruhr-vrr/1234"
789,gtfs,FR,Hauts-de-France,,Région Hauts-de-France,Réseau scolaire de la Somme,https://opendata.hautsdefrance.fr/sites/default/files/data/transport/RHDF_GTFS_SCO_80.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-hauts-de-france-region-hauts-de-france-gtfs-789.zip?alt=media,https://transport.data.gouv.fr/datasets/arrets-horaires-et-parcours-theoriques-gtfs-du-reseau-routier-regional-de-transport-8/,0.0,50.3568,0.0,3.21361,2022-04-26T02:26:13+00:00,,
811,gtfs,US,Colorado,,San Miguel Authority for Regional Transportation (SMART),,http://data.trilliumtransit.com/gtfs/sanmiguel-co-us/sanmiguel-co-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-san-miguel-authority-for-regional-transportation-smart-gtfs-811.zip?alt=media,,37.692905,38.132049,-108.296074,-107.812829,2022-03-17T15:22:04+00:00,,san-miguel-authority-for-regional-transportation/1305
812,gtfs,US,California,Santa Clarita,Santa Clarita Transit,,https://gitlab.com/LACMTA/gtfs_lax/-/archive/master/gtfs_lax-master.zip?path=santa_clarita,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-santa-clarita-transit-gtfs-812.zip?alt=media,,,,,,2022-03-17T15:22:08+00:00,,
813,gtfs,US,California,Solvang,Santa Ynez Valley Transit,,http://mjcaction.com/MJC_GTFS_Public/syvt_google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-santa-ynez-valley-transit-gtfs-813.zip?alt=media,,34.59587126,34.665449,-120.20450894,-120.077077,2022-03-17T15:22:08+00:00,,
831,gtfs,US,Oregon,Portland,Water Avenue Shuttle,,http://oregon-gtfs.com/gtfs_data/ceic-or-us/ceic-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-water-avenue-shuttle-gtfs-831.zip?alt=media,,45.504399,45.5278280333969,-122.666230784074,-122.658678,2022-03-17T15:22:33+00:00,,
833,gtfs,US,Oregon,Salem,Wheatland Ferry,,http://oregon-gtfs.com/gtfs_data/wheatlandferry-or-us/wheatlandferry-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-wheatland-ferry-gtfs-833.zip?alt=media,,45.089973820919,45.0905678833229,-123.046260413675,-123.044224655623,2022-03-17T15:22:36+00:00,,
834,gtfs,US,Oregon,Albany,Buena Vista Ferry,,http://oregon-gtfs.com/gtfs_data/buenavistaferry-or-us/buenavistaferry-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-buena-vista-ferry-gtfs-834.zip?alt=media,,44.7696604540249,44.7701539496516,-123.147180525512,-123.144738622659,2022-03-17T15:22:37+00:00,,
836,gtfs,FR,Normandie,Ville de Honfleur,Hobus,,https://zenbus.net/gtfs/static/download.zip?dataset=hobus,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-normandie-hobus-gtfs-836.zip?alt=media,https://transport.data.gouv.fr/datasets/horaires-theoriques-et-temps-reel-du-reseau-hobus-de-honfleur-gtfs-gtfs-rt,49.39458,49.424678,0.226197,0.265482,2022-04-26T00:24:27+00:00,,
837,gtfs,FR,Nouvelle-Aquitaine,Angoulême,STGA - réseau Möbius,,https://www.data.gouv.fr/fr/datasets/r/2e25c067-65a6-40db-8201-62aa1c258d36,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-nouvelle-aquitaine-stga-reseau-mobius-gtfs-837.zip?alt=media,https://transport.data.gouv.fr/datasets/horaires-theoriques-et-temps-reel-reseau-mobius,45.553727,45.748606,0.00943,0.391091,2022-04-26T02:07:45+00:00,,
858,gtfs,DE,Bayern,,Ver­kehrs­ver­bund Groß­raum Nürn­berg (VGN),,http://www.vgn.de/opendata/GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-verkehrsverbund-grossraum-nurnberg-vgn-gtfs-858.zip?alt=media,,48.7448254171593,50.2210317244878,10.0643112196454,12.1713187019939,2022-03-17T15:25:22+00:00,,
868,gtfs,FI,Pohjois-Savo,Kuopio,Kuopio,,http://karttapalvelu.kuopio.fi/google_transit/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-pohjois-savo-kuopio-gtfs-868.zip?alt=media,,62.623896,63.38547752,26.406358,28.4804,2022-03-17T15:28:44+00:00,,city-of-kuopio/731
874,gtfs,JP,Aomori,,Aomori City Bus,,https://www.city.aomori.aomori.jp/kotsu-kanri/koutsu/oshirase/documents/gtfs-aomoricitybus.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-aomori-aomori-city-bus-gtfs-874.zip?alt=media,,40.738089,40.948587,140.648288,140.863932,2022-03-17T15:29:06+00:00,,
876,gtfs,US,Florida,Fruitland Park,Lake County Connection,,http://www.ftis.org/PostFileDownload.aspx?id=160A0,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-florida-lake-county-connection-gtfs-876.zip?alt=media,,28.53219464,28.961701,-81.94832,-81.5897915092621,2022-03-17T15:29:10+00:00,,
883,gtfs,US,Oregon, Molalla,South Clackamas Transportation District,,http://oregon-gtfs.com/gtfs_data/sctd-or-us/sctd-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-south-clackamas-transportation-district-gtfs-883.zip?alt=media,,45.1390469449441,45.32274907,-122.6915965,-122.5630179,2022-03-17T15:29:20+00:00,,south-clackamas-transportation-district/761
892,gtfs,ES,Barcelona,,"Autos Castellbisbal, Mohn, Oliveras, Rosanbus, Soler i Sauret, Tusgsal, Barcelona City Tour, Monbus, Avanza",,http://www.ambmobilitat.cat/OpenData/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-barcelona-autos-castellbisbal-gtfs-892.zip?alt=media,,41.26251865,41.51012222,1.8466579,2.28936032,2022-03-17T18:11:45+00:00,,amb-mobilitat/994
898,gtfs,FR,Pays de la Loire,Paimboeuf,Transdev — Pays de la Loire,Le réseau de transport gratuit Brévibus,https://www.data.gouv.fr/fr/datasets/r/b8d1007f-567e-48c4-9c40-bee205f1e688,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-pays-de-la-loire-transdev-pays-de-la-loire-gtfs-898.zip?alt=media,https://transport.data.gouv.fr/datasets/reseau-urbain-brevibus,47.205336,47.268319,-2.17525942765998,-2.13703509357955,2022-04-26T02:37:27+00:00,,
920,gtfs,DE,Baden-Württemberg,Tuttlingen,TuTicket,,https://www.nvbw.de/fileadmin/user_upload/service/open_data/fahrplandaten_mit_liniennetz/tuticket.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-tuticket-gtfs-920.zip?alt=media,,0.0,48.1768562054834,0.0,9.00780261384535,2022-03-17T18:19:23+00:00,,
925,gtfs,FR,Provence-Alpes-Côte d'Azur,Cannes,Palmbus,,https://www.data.gouv.fr/fr/datasets/r/d24f3602-db71-4736-b37a-bc8cb961a713,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-provence-alpes-cote-dazur-palmbus-gtfs-925.zip?alt=media,https://transport.data.gouv.fr/datasets/horaires-theoriques-du-reseau-palmbus-cannes-pays-de-lerins-gtfs/,43.481433698816645,43.62415229928422,6.9201140105724335,7.058013752102852,2022-04-26T02:22:39+00:00,,
929,gtfs,FI,Etelä-Karjala,Lappeenranta,Lappeenranta,,https://tvv.fra1.digitaloceanspaces.com/225.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-etela-karjala-lappeenranta-gtfs-929.zip?alt=media,https://opendata.waltti.fi/docs,60.7131718841537,61.22411680072943,27.9367494670498,28.833944718539392,2022-03-17T18:20:33+00:00,,city-of-lappeenranta/927
930,gtfs,BR,Rio Grande do Sul,Bagé,Prefeitura de Bage,,https://github.com/rodrigowindows/GTFS/raw/master/GTFS_Bage.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/br-rio-grande-do-sul-prefeitura-de-bage-gtfs-930.zip?alt=media,,-31.3831,-31.265915,-54.1463327,-54.0173185,2022-03-17T18:20:36+00:00,,prefeitura-de-bage/777
931,gtfs,US,Oregon,Burns,Harney County,,http://oregon-gtfs.com/gtfs_data/harneycounty-or-us/harneycounty-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-harney-county-gtfs-931.zip?alt=media,,43.226212,44.421605,-121.30426,-116.20345,2022-03-17T18:20:38+00:00,,
932,gtfs,US,Oregon,Eugene,Link Lane,,http://oregon-gtfs.com/gtfs_data/lcog-or-us/lcog-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-link-lane-gtfs-932.zip?alt=media,,43.9664002698976,44.3116543,-124.11564,-123.092641521866,2022-03-17T18:20:39+00:00,,
933,gtfs,US,Oregon,Bend,Mt. Bachelor,,http://oregon-gtfs.com/gtfs_data/mtbachelor-or-us/mtbachelor-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-mt-bachelor-gtfs-933.zip?alt=media,,44.003281,44.0503687550885,-121.678688,-121.326899132784,2022-03-17T18:20:40+00:00,,
935,gtfs,AU,Australian Capital Territory,Canberra,Canberra Metro Operations,Light Rail,https://www.transport.act.gov.au/googletransit/google_transit_lr.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-australian-capital-territory-canberra-metro-operations-gtfs-935.zip?alt=media,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,2022-03-17T18:49:26+00:00,,canberra-metro-operations/1181
953,gtfs,IE,Dublin,,Go Ahead Ireland,,https://www.transportforireland.ie/transitData/google_transit_goahead.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ie-dublin-go-ahead-ireland-gtfs-953.zip?alt=media,,52.9914608999955,53.6061962793708,-7.4881039990534,-6.06077172768607,2022-03-17T18:52:19+00:00,,transport-for-ireland/1044
980,gtfs,PL,Dolnoslaskie,Wroclaw,MPK Wrocław,,https://www.wroclaw.pl/open-data/87b09b32-f076-4475-8ec9-6020ed1f9ac0/OtwartyWroclaw_rozklad_jazdy_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-dolnoslaskie-mpk-wroclaw-gtfs-980.zip?alt=media,,50.97974058,51.265518,16.695853,17.2855453,2022-03-17T18:54:56+00:00,,mpk-wroc-aw/663
982,gtfs,PL,Wielkopolskie,Poznań,Zarząd Transportu Miejskiego Poznań (ZTM Poznań),,https://www.ztm.poznan.pl/pl/dla-deweloperow/getGTFSFile,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-wielkopolskie-zarzad-transportu-miejskiego-poznan-ztm-poznan-gtfs-982.zip?alt=media,https://www.ztm.poznan.pl/pl/dla-deweloperow/index,52.15166197,52.58722581,16.481194,17.2769318451,2022-03-17T18:55:16+00:00,,ztm-pozna/992
984,gtfs,JP,Gunma,Maebashi,永井運輸株式会社 (Nagai Transport),,https://www.nagai-unyu.net/rosen/GTFS/nagai/GTFS-JP_nagaibus-gunma-jp.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-gunma-nagai-transport-gtfs-984.zip?alt=media,https://www.nagai-unyu.net/open-data/,36.370488,36.387287,139.107665,139.119483,2022-03-17T18:55:37+00:00,,nagaibus/1212
985,gtfs,FR,Auvergne-Rhône-Alpes,,Cars Région Auvergne-Rhône-Alpes (Transisère),,https://www.itinisere.fr/fr/donnees-open-data/169/OpenData/Download?fileName=CG38.GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-auvergne-rhone-alpes-cars-region-auvergne-rhone-alpes-transisere-gtfs-985.zip?alt=media,,44.5635712669,45.8759465251,4.7583478521,6.2925805509,2022-03-17T18:56:39+00:00,,tag/1215
987,gtfs,CL,Región Metropolitana de Santiago,Santiago,Santiago DTPM,Aggregation of networks from 'Red Metropolitana de Movilidad',https://www.dtpm.cl/descargas/gtfs/GTFS-V70-PO20220228.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/cl-region-metropolitana-de-santiago-santiago-dptm-gtfs-987.zip?alt=media,https://www.dtpm.cl/index.php/gtfs-vigente,-34.170505,-33.3193343927293,-70.8739928645606,-70.4936483461678,2022-05-03T19:37:29+00:00,,dtpm-santiago-santiago/972
988,gtfs,FR,Provence-Alpes-Côte-d’Azur,,Ulysse,,https://www.data.gouv.fr/fr/datasets/r/e8a86701-6359-45de-bee5-95e648ec04e3,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-provence-alpes-cote-dazur-ulysse-gtfs-988.zip?alt=media,http://opendata.regionpaca.fr/fileadmin/user_upload/tx_ausyopendata/licences/Licence-Ouverte-Open-Licence-ETALAB.pdf,43.3304313591,43.6476558034,4.7512716748,5.4418369486,2022-03-17T18:57:13+00:00,,
991,gtfs,IT,Regione Autonoma della Sardegna,,ATP Nuoro,Quadri orari ATP Nuoro,https://www.atpnuoro.it/media/files/dati_atpnu.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-atp-nuoro-gtfs-991.zip?alt=media,https://creativecommons.org/licenses/by/4.0/deed.it,40.3073487,40.370735,9.2593768,9.386304,2022-03-17T18:57:59+00:00,,quadri-orari-atp-nuoro/1170
992,gtfs,LV,Rīga,,Valsts SIA Autotransporta Direkcija (ATD),,https://www.atd.lv/sites/default/files/GTFS/gtfs-latvia-lv.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/lv-riga-valsts-sia-autotransporta-direkcija-atd-gtfs-992.zip?alt=media,,55.6756659,58.0485012,20.9879606,28.1816125,2022-03-17T18:59:01+00:00,,valsts-sia-autotransporta-direkcija/1227
993,gtfs,ES,Madrid,,Cercanías Madrid,,https://www.arcgis.com/sharing/rest/content/items/868df0e58fca47e79b942902dffd7da0/data,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-madrid-cercanias-madrid-gtfs-993.zip?alt=media,,40.3322393619552,40.5172566213243,-3.83657,-3.54249327469938,2022-03-17T18:59:09+00:00,,consorcio-regional-de-transportes-de-madrid/1015
994,gtfs,US,California,Commerce,Commerce Municipal Bus Lines,,http://data.trilliumtransit.com/gtfs/cmbl-ca-us/cmbl-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-commerce-municipal-bus-lines-gtfs-994.zip?alt=media,,33.972415,34.055464,-118.26427520905,-118.127331,2022-04-26T01:44:56+00:00,,
996,gtfs,FR,Provence-Alpes-Côte-d'Azur,Grasse,Grasse Sillages Scolaire,Communauté urbaine du Pays de Grasse - Réveils Scolaires de Grasse,https://static.data.gouv.fr/resources/lignes-regulieres-de-transports-en-pays-de-grasse/20210203-152443/20210101-gtfs-sillagesscolaire.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-provence-alpes-cote-dazur-grasse-sillages-scolaire-gtfs-996.zip?alt=media,,43.5779703,43.8824131,6.642123,6.979752,2022-03-17T19:00:40+00:00,,transport-scolaire-du-pays-de-grasse/1190
997,gtfs,FR,Provence-Alpes-Côte-d'Azur,Grasse,Sillages Urbain,Sillages Urbain - Communauté urbaine du Pays de Grasse,https://static.data.gouv.fr/resources/lignes-regulieres-de-transports-en-pays-de-grasse/20210203-152533/20210101-gtfs-sillagesurbain.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-provence-alpes-cote-dazur-sillages-urbain-gtfs-997.zip?alt=media,,43.54788106,43.8470147,6.6423514,6.979752,2022-03-17T19:00:43+00:00,,
998,gtfs,TW,Changhua,Yuanlin City,YL_員林客運(公總) (YL-Bus),,http://gtfs.taichung.gov.tw/bnb/api/gtfs/yl/latest,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-changhua-yl-bus-gtfs-998.zip?alt=media,,23.385829,25.284729,120.15701,121.926085,2022-03-17T19:00:50+00:00,,
