mdb_source_id,Transitland ID,Transit Feeds ID
526,f-dr7-ulstercountyareatransit,
527,f-dr7-westchestercountybee~linesystem,westchester-county-department-of-transportation/434
528,f-dr72-mtanyctbusbronx,mta/81
529,f-dr7cc-norwalktransit,
530,f-dr7f-greaterbridgeporttransit,greater-bridgeport-transit/1022
531,f-dr8-accessallegany,
532,f-dr8-hornellareatransit,
533,f-dr8-rochester~geneseeregionaltransportationauthority,rochester-genesee-regional-transportation-authority/231
534,f-dr9-centro,central-new-york-rta/524
535,f-dr997-tompkinsconsolidatedareatransit,
536,f-drd-chenangofirsttransit,
537,f-dre-berkshire~ma~us,massdot/93
538,f-dre-cdta,cdta/55
539,f-dre-greenmtncn~vt~us,green-mountain-community-network/562
540,f-dreh-gloversvilletransitservices,
541,f-dres54-cityofmechanicvillepublictransit,
542,f-drew-greaterglensfallstransitsystem,
543,f-drg-addisoncounty~vt~us,addison-county-transit/556
544,f-drg-clintoncountypublictransit,
545,f-drg-franklincountypublictransportation,
546,f-drg-northcountryexpresstransit,
547,f-drgv-lctferries~vt~us,lake-champlain-ferries/1247
548,f-drk-ny~suffolkcountytransit,suffolk-county-transit/1121
549,f-drk-seastreak,massdot/649
550,f-drk-wwwshorelineeastcom,connecticut-transit/317
551,f-drke-ninetown~connecticut~us,9-town-transit/752
552,f-drkg-seatbus~ct~us,south-east-area-transit-district/1143
553,f-drk-cttransit~hartford,"connecticut-transit/323, connecticut-transit/318, connecticut-transit/319, connecticut-transit/322, connecticut-transit/321, connecticut-transit/320"
554,f-drm-blockislandferry~ri~us,massdot/644
555,f-drm-dattco,massdot/112
556,f-drm-plymouthbrockton~ma~us,massdot/114
557,f-hele~on~hi,
558,f-huntingtonpark~ca~us,huntington-park-express/1341
559,f-iowa~city~transit,
560,f-klamath~shuttle~or~us,klamath-shuttle/606
561,f-la~county,
562,f-lacampana~ca~us,la-campana/1319
563,f-lapuente~ca~us,
564,f-las~cruces~road~runner,
565,f-lasvegasloop~nv~us,
566,f-lewis~county~ny,
567,f-lmht~morton~us,
568,f-lowercolumbiacap~wa~us,
569,f-lubbock~tx~us,citibus/1320
570,f-lynwood~trolley,
571,f-macog,
572,f-madera~county~connection,madera-county-transit/415
573,f-madison~transit~services~ny,
574,f-makah,
575,f-met~transit~ia,
576,f-middletown~ct~us,
577,f-montebello~bus,montebello-bus-lines/1343
578,f-moorpark~city~transit,
579,f-morongo~basin,
580,f-mountadams~wa~us,
581,f-mountain~express,
582,f-ncrtd~nm,
583,f-needles~ca~us,
584,f-newburgh~beacon~shuttle~ny,
585,,south-shore-line/863
586,f-olean~area~transit~system,
587,f-omaha~metro,
588,f-oneida~county~ny,
589,f-otsego~express,
590,f-pendleton~or~us,leter-bus/1256
591,f-petersburg~va~us,
592,,massdot/110
593,,flixbus-united-states/1246
594,f-mountainvillage~co~us,town-of-mountain-village/1349
595,,"alcatraz-cruises-hornblower/1348, angel-island-ferry/1347, blue-gold-fleet/824"
596,f-sanjuancapistrano~ca~us,san-juan-capistrano-free-weekend-trolley/1346
597,,connecticut-transit/1089
598,,
599,,city-coach/1141
600,,
601,,"logan-express/1138, massport/1137"
602,f-memphis~area~transit~authority,
603,f-telluride~co~us,
604,,
605,,
606,f-getaroundtownexpress~ca~us,
607,f-homejames~co~us,
608,f-wintran~va~us,
609,f-glendora~ca~us,glendora-transportation-division/1340
610,f-gowal~fl~us,gowal/1286
611,f-grahamtransit~va~us,
612,f-greeley~evans~transit,
613,f-greene~county~transit~ny,
614,f-greenride~co~us,
615,f-greensboro~nc~us,
616,f-gtrans~ca~us,
617,f-guadalupeflyer~ca~us,guadalupe-flyer/1301
618,f-harborconnector~md~us,
619,f-turlock~ca~us,turlock-transit/1288
620,f-valpotransit~chi~us,
621,f-vatransit~va~us,virginia-regional-transit/1287
622,f-westberkeleyshuttle~ca~us,
623,f-westcovina~ca~us,go-west-shuttle/1314
624,f-drm-rhodeislandpublictransitauthority,rhode-island-public-transit-authority/363
625,f-gulfcoastcenter~tx~us,connect-transit-texas/1315
626,,florida-department-of-transportation/684
627,,
628,,union-city-transit/1335
629,f-dru-chittendoncounty~vt~us,"green-mountain-transit-agency/561, chittenden-county-transportation-authority/558"
630,f-djjk-citruscounty~fl~us,citrus-county-transit/550
631,,advance-transit/557
632,,tac-transportation/463
633,,valley-retriever-buslines/487
634,,tac-transportation/465
635,,hut-airport-shuttle/467
636,,tac-transportation/466
637,,southwest-point/482
638,,northwest-point/474
639,,cascade-point/441
640,,charlotte-area-transit-system/1252
641,,
642,,
643,,atp-esercizio-srl/1203
644,,sedona-roadrunner/244
645,f-drq-capecodregionaltransitauthorityccrta,massdot/96
646,f-tulare~tcat,
647,f-buenosaires~trenes,trenes-argentinos/1036
648,f-u2ed-wienerlinien~wlb,stadt-wien/888
649,f-port~phillip~ferries~au,
650,,translink/13
651,f-qconnect~maryborough~hervey~bay,translink/15
652,f-qconnect~north~stradbroke~island,
653,f-qconnect~toowoomba,translink/17
654,f-qconnect~warwick,translink/19
655,f-qconnect~yeppoon,
656,,
657,f-r1-ptv~10,ptv/497
658,,
659,,
660,f-r1f-adelaidemetrocomau,adelaide-metro/1
661,,
662,,
663,,
664,,
665,f-r22-metrotasmania,metrotas/311
666,f-r6v-byroneasybus,byron-easybus/737
667,f-r7g8-qconnect~buslink,translink/8
668,f-r7h-translink,translink/21
669,f-r7hw-qconnect~kilcoy,
670,f-r7hx-translinkcomau,translink/14
671,f-r7ke-qconnect~gympie,
672,f-r7s6-qconnect~duffys~stewarts,
673,f-rhzu-qconnect~transnorth,translink/10
674,f-rhzx-translink~cairns,translink/7
675,f-rk3qj-qconnect~bowen,translink/5
676,f-rk3s-qconnect~whitsundaytransit,
677,f-rk86-qconnect~sunbus,translink/18
678,f-translink~mackay,translink/12
679,f-translink~magnetic~island~ferry,translink/794
680,,nt-department-of-transport/517
681,,metrotas/313
682,,metrotas/312
683,,nt-department-of-transport/518
684,f-u1-delijn,vlaamse-vervoersmaatschappij-de-lijn/530
685,f-u155-dewaterbus,de-waterbus/1067
686,,societe-nationale-des-chemins-de-fer-belges/528
687,f-bhtrans~suplementar,
688,f-bctransit~powell~river,
689,,
690,f-c0-bcferries~bc~ca,bc-ferries/916
691,f-c0yu-bctransit~campbellrivertransitsystem,campbell-river-transit-system/1244
692,f-c0z-bctransit~rdntransitsystem,bc-transit/691
693,f-c0z4-bctransit~comoxvalleytransitsystem,bc-transit/688
694,f-c28-bctransit~cowichanvalleyregionaltransitsystem,
695,f-c28-bctransit~victoriaregionaltransitsystem,bc-transit/695
696,f-c28-nstranslinkca,translink-vancouver/29
697,f-c29p-bctransit~centralfraservalleytransitsystem,bc-transit/686
698,f-c29p-bctransit~fraservalleyexpress,bc-transit/697
699,f-c29r-bctransit~chilliwacktransitsystem,bc-transit/687
700,f-c2b1-bctransit~sunshinecoasttransitsystem,bc-transit/694
701,f-c2b6v-bctransit~squamishtransitsystem,bc-transit/693
702,f-c2bt-bctransit~whistlertransitsystem,bc-transit/696
703,f-c2g-bctransit~vernonregionaltransitsystem,
704,f-c2g5-bctransit~kelownaregionaltransitsystem,bc-transit/690
705,f-c2u-bctransit~westkootenaytransitsystem,
706,f-c2v9t-bctransit~cranbrooktransitsystem,bc-transit/1145
707,f-c342-bctransit~kamloopstransitsystem,bc-transit/689
708,f-c38d-bctransit~princegeorgetransitsystem,bc-transit/692
709,f-c3fpf-bctransit~fortstjohntransitsystem,
710,f-c3ft0-bctransit~dawsoncreektransitsystem,
711,f-c3j-757,roam-transit/953
712,f-c3nf-calgarytransit,calgary-transit/238
713,f-c3r1-red~deer~alberta,
714,f-c3x-edmontontransitsystem,edmonton-transit-system/27
715,f-c8vx-thecityofregina,the-city-of-regina/830
716,f-c9k0-saskatoontransit,city-of-saskatoon/264
717,f-cbfg-winnipegtransit,winnipeg-transit/23
718,f-cornwall~on~ca,cornwall-transit/1223
719,f-dp5k-indiana~mits,
720,f-dpsb-transitwindsor,city-of-windsor/778
721,f-dpwz-grandrivertransit,grand-river-transit/203
722,f-dpx-townofforterietransitsystem~niagarafallstransit~niagarapar,regional-municipality-of-niagara/741
723,f-dpxj-hamiltonstreetrailway,hamilton-street-railway/31
724,f-dpxq-burlingtontransit,burlington-transit/294
725,f-dpxr-oakvilletransit,oakville-transit/615
726,f-dpz-durhamregiontransit,durham-region-transit/642
727,f-dpz-gotransit,go-transit/32
728,f-dpz-yorkregiontransit,york-regional-transit/34
729,f-dpz2-bramptontransit,brampton-transit/35
730,f-dpz2-miway,miway/641
731,f-dpz2-upexpress,go-transit/543
732,f-dpz8-ttc,ttc/33
733,f-drce-kingstontransit,city-of-kingston/779
734,f-dxfy-halifaxtransit~hrm,metrotransit/36
735,f-f-viarail~traindecharlevoix,via-rail-canada/971
736,f-f08e-thunderbaytransit,thunder-bay-transit/201
737,f-f0q2-greatersudburytransit,greater-sudbury-transit/712
738,f-f24-octranspo,oc-transpo/30
739,f-f244-RITC~Transcollines,transcollines/1275
740,f-f244-sto,societe-de-transport-de-loutaouais/828
741,f-f25-exo~citsorel~varennes,agence-metropolitaine-de-transport/137
742,f-f253-exo~citsud~ouest,agence-metropolitaine-de-transport/138
743,f-f256-exo~citlapresquîle,agence-metropolitaine-de-transport/133
744,f-f257-exo~citlaurentides,agence-metropolitaine-de-transport/132
745,f-f259-exo~citduhaut~saint~laurent,agence-metropolitaine-de-transport/131
746,f-f25d-exo~citlerichelain,agence-metropolitaine-de-transport/135
747,f-f25d-exo~citroussillon,agence-metropolitaine-de-transport/136
748,f-f25d-exo~reseaudetransportmetropolitain,"agence-metropolitaine-de-transport/128, agence-metropolitaine-de-transport/1174"
749,f-f25e-societedetransportdelaval,societe-de-transport-de-laval/38
750,f-f25f-exo~citchambly~richelieu~carignan,agence-metropolitaine-de-transport/130
751,f-f25f-rseaudetransportdelongueuil,reseau-de-transport-de-longueuil/37
752,f-f25g-exo~citvallée~du~richelieu,agence-metropolitaine-de-transport/139
753,f-f25g-exo~omitsainte~julie,agence-metropolitaine-de-transport/143
754,f-f25s-exo~mrclesmoulinsurbis,
755,f-f25u-exo~mrcdelassomption,agence-metropolitaine-de-transport/140
756,f-f2hf-sociétédetransportdesherbrooke,societe-de-transport-de-sherbrooke/827
757,f-f2m6-rseaudetransportdelacapitalertc,reseau-de-transport-de-la-capitale/40
758,f-fb6q-metrobus,metrobus-transit/293
759,f-milton~on~ca,milton-transit/929
760,f-str~qc~ca,
761,,
762,,
763,,societe-de-transport-de-levis/1173
764,,
765,,
766,f-s0wz-socatur~taxisco,
767,f-u2f-pražskáintegrovanádoprava,prazska-integrovana-doprava/1106
768,f-germany~long~distance~rail,
769,f-nvbw~bodo,bodo-verkehrsverbund/1237
770,f-nvbw~ding,ding-verkehrsverbund/1184
771,,naldo-verkehrsverbund/1235
772,f-nvbw~oam,
773,f-nvbw~rab,rab-db-zugbus-regionalverkehr-alb-bodensee/1238
774,f-nvbw~vgf,
775,,
776,f-u0x5-swunahverkehrulm~neu~ulmgmbh,swu-verkehr-gmbh/512
777,f-u0y1-rhein~neckar~verkehrgmbhrnv,rhein-neckar-verkehr/629
778,,verkehrsverbund-rhein-sieg/835
779,f-u281z9-mvv,m-nchner-verkehrs-und-tarifverbund/1132
780,f-u3-süd~thüringen~bahn~gvbverkehrs~undbetriebsgesellschaftgeram,
781,f-u30u-de~leipziger~mitteldeutscher,leipziger-verkehrsbetriebe/1127
782,,verkehrsverbund-berlin-brandenburg/213
783,f-nvbw~hnv,swhn-stadtwerke-heilbronn/1239
784,,
785,,"verkehrsverbund-rhein-ruhr-aor/1201, verkehrsverbund-rhein-ruhr-vrr/1234"
786,f-stq4-nationalauthorityfortunnels,
787,f-eth-tenerife~titsa,transportes-interurbanos-de-tenerife/1058
788,f-eth3v-metropolitanodetenerife,
789,,
790,f-ez-renfeoperadora,renfe/1018
791,f-ezj-informaciónoficial~consorcioregionaldetransportesdemadrid,consorcio-regional-de-transportes-de-madrid/1020
792,f-ezjm-consorcioregionaldetransportesdemadrid,consorcio-regional-de-transportes-de-madrid/743
793,f-ezjm-empresamunicipaldetransportes,emt-madrid/212
794,f-ezjm-informaciónoficial~consorcioregionaldetransportesdemadrid,consorcio-regional-de-transportes-de-madrid/742
795,f-ezp8-emtvalencia,emt-valencia/719
796,f-ezw-automÓvilesrÍoalhamasa~elcartelabargaalberto~autobusesparr,government-of-navarra/1257
797,f-ezw5f-tuvisa~euskotran,tuvisa-euskotran/239
798,f-dnjj-clemson~sc~us,clemson-area-transit/362
799,f-playavistashuttle~ca~us,
800,f-point~or-us,
801,f-prairieexpress~co~us,prairie-express-transit/1304
802,f-qline~mi~us,
803,f-redondo~beach~cities~transit,
804,f-rensselaer~county~yankee~trails,
805,f-roadrunnertransit~co~us,road-runner-transit/1273
806,f-rosemead~ca~us,rosemead-explorer/1307
807,f-rrta~pa,
808,f-rts~seneca~ny,
809,f-rts~wyoming~ny,
810,f-sanleandro~ca~us,
811,,san-miguel-authority-for-regional-transportation/1305
812,,
813,,
814,f-schuyler~county~public~transit,
815,f-smart~ca~us,sonoma-marin-area-rail-transit/1050
816,f-snoqualmie~wa~us,
817,f-southcountytransitlink~ca~us,south-county-transit-link/1302
818,f-stark~area~regional~transit~authority,
819,f-startransit~va~us,
820,f-summitstage~co~us,summit-stage/1281
821,f-taft~ca~us,
822,f-thurston~wa~us,
823,f-trailways~adp~ny,
824,f-trailways~nyp~ny,
825,f-trailways~nyt~ny,
826,f-trailways~phk~ny,
827,f-tsctransit~co~us,tsc-transit/1272
828,f-ponyexpress~va~us,
829,f-sierramadre~ca~us,
830,f-wausau~wi~us,
831,,
832,f-dnx-radartransit,
833,,
834,,
835,f-glenn~ca~us,
836,,
837,,
838,f-c28-jeffersontransitauthority,
839,f-santa~fe~trails,
840,f-sp-trenitaliaspa,trenitalia-dtr-piemonte/931
841,f-spe-rtm,
842,f-spev-marcouline,
843,f-spey1-frioulifexpress,
844,f-spfb-tam~montpellier,
845,f-spv-lignesdazur,lignes-dazur/738
846,f-sqaxin~tribal~transit,
847,f-sr7-societatrasportiprovincialespa,
848,f-srk0-autolineescoppio,
849,f-srk01-comunedigioiadelcolle,
850,f-steuben~area~rides,
851,f-steuben~county~ny,
852,f-trivalley~vt~us,
853,f-u-flixbus,flixbus/795
854,f-u0j-atap,
855,f-u0n-trenord,trenord/724
856,f-u0tk-cts,
857,f-u0xepe-avv,
858,,
859,f-u2d-beanshuttle,bean-shuttle/812
860,f-u2f-dpp,praha/801
861,f-u2hy-biokomnonprofitkft,biokom-nonprofit/838
862,f-u2mw-weekendbus,weekendbus/887
863,f-u3qb-warszawskakolejdojazdowa,warszawska-kolej-dojazdowa/722
864,f-u6x-turunlinja~autoilijainosakeyhtiö~savonlinjaoy~sl~autolinja,city-of-turku/730
865,f-ud9-helsinginseudunliikenne,helsinki-regional-transport/735
866,f-udb-tampereenjoukkoliikenne,tampereen-joukkoliikenne/727
867,f-ue4-jyväskylänliikenneoy~koivurantaoy~tilausajotmennÄÄnbussill,city-of-jyvaskyla/728
868,,city-of-kuopio/731
869,f-ued-oulunjoukkoliikenne,"city-of-oulu/919, oulun-joukkoliikenne/729"
870,f-village~of~cooperstown~trolley,
871,f-watertown~citibus,
872,f-xn0j-kobe,
873,f-xn6-山梨交通グループ~富士急行グループ~甲斐市~中央市~南アルプス市~富士川町,yamanashi/813
874,,
875,f-yates~transit~service,
876,,
877,f-tracy~tracer,
878,f-philomathconnection~or~us,
879,f-gardenofthegods~co~us,
880,f-bouldercounty~co~us,
881,f-ebzz-amadepartmentoftransport,
882,f-altavista~va~us,
883,,south-clackamas-transportation-district/761
884,f-ud1h-rīgassatiksme,rigas-satiksme/333
885,f-9vff-fortworthtransportationauthority,fort-worth-transportation-authority/56
886,f-9qc-sanjoaquinrtd,san-joaquin-rtd/347
887,f-u2nr-dakkzrt~szkt,dakk/625
888,f-s-aixenbus,
889,f-s-lesbusdescigales,
890,f-spewfv-ulysse,
891,f-u20f-alilagunaspa,alilaguna/918
892,,amb-mobilitat/994
893,f-s-anm~it,
894,f-u2mmz-budaörsvárosÖnkormányzata,
895,f-s-arstspa~trasportiregionalidellasardegna,
896,f-sqg1-atm~aziendatrasportidimessina,
897,f-tahoe~ca~us,
898,,
899,f-cortland~transit,
900,f-nvbw~tgo,
901,f-dq9k-wata,
902,f-grtc~va,
903,f-dnm6-asheville~nc~us,asheville-transit-service/152
904,f-dubai~rta,
905,f-huntington~area~rapid~transit,
906,f-nvbw~vgc,
907,f-qconnect~rockhampton,translink/16
908,f-portage~area~regional~transportation~authority,
909,f-nvbw~rvs,
910,f-leprechaun~connection,
911,f-clarkstown~mini~trans,
912,f-sr5z3-miccolisspa,
913,f-ebvn-grand~abidjan,
914,f-nvbw~vhb,
915,f-lower~hudson~transit~link,
916,f-clbt~nassau~ny~us,
917,f-green~bay~wi~us,
918,f-nvbw~sbg,
919,f-city~of~lompoc~transit,
920,,
921,f-mmts~hyderabad,
922,f-western~reserve~transit~authority,
923,f-cyride,
924,f-newburgh~bus,
925,,
926,f-dpsk-masstransportationauthorityflint,
927,f-sullivan~county,
928,f-putnam~area~rapid~transit,
929,,city-of-lappeenranta/927
930,,prefeitura-de-bage/777
931,,
932,,
933,,
934,f-sulfertagus,sulfertagus/1005
935,,canberra-metro-operations/1181
936,f-r3dp-wwwactionactgovau,action-buses/3
937,f-gc-aircoach,
938,f-gc6-bernardkavanagh~sons,
939,f-gc6u-kbuggycoaches,
940,f-gc3-burkesbus,
941,f-gc-busÉireann,
942,f-gc3x-citydirect,
943,f-gc-citylink,
944,f-gc3d-catherinemadigan,
945,f-gce-collinscoaches,
946,f-gc-airporthopper~dualwaycoaches,
947,f-gc7-dublinbus,transport-for-ireland/782
948,f-gc7x-expressbus,
949,f-gc9-farragherinternationaltravelservices,
950,f-gc9-busfedateoranta,
951,f-gc-donegalcoastalcruises~arranmorecar~passengerferryservice~ar,
952,f-gc7w-finneganbray,
953,,transport-for-ireland/1044
954,f-gce7n-halpennytransport,
955,f-gc6-irishrail~irishrail~irishrail~irishrail,irish-rail/1046
956,f-gc7h-jjkavanagh~sons,
957,f-gc3f-josephfoley~michaeldonegan,
958,f-gc6-johnkearns,
959,f-gc-kenneallysbusservice,
960,f-gc6-locallinkcarlowkilkenny~locallinkcork~locallinkkildare~loc,
961,f-gc7x-luas,transport-for-ireland/1045
962,f-gcf-josephmangan,
963,f-gce-matthewscoachhire,
964,f-gcd-john~michaelmcgeehan,
965,f-gcd-johnmcginley,
966,f-gc9-mcgrathcoaches,
967,f-gc76-michaelgray,
968,f-gc6f-michaelkilbride,
969,f-gc7x-mortonscoaches,
970,f-gc7x-nitelinkdublinbus,
971,f-gc6v-pjmartley,
972,f-gc6-slievebloomcoachtours,
973,f-gcf2-seamusdoherty,
974,f-gc6c-suirway,
975,f-gc7x-swordsexpress,
976,f-gc317-traleepeoplesbusservice,
977,f-gc7-wexfordbus,
978,f-u0pv-ttesercizio,trentino-trasporti-esercizio/613
979,f-u3h4-mpkautobusy~mpktramwaje~dla~sevibussiechnice~dlawiszniama,
980,,mpk-wroc-aw/663
981,f-u36r-zditmszczecin,zditm-szczecin/587
982,,ztm-pozna/992
983,f-pz-otagoregionalcouncil~otagoregionalcouncil,otago-regional-council/1161
984,,nagaibus/1212
985,,tag/1215
986,f-gcps-frenchbrothersltd,
987,,dtpm-santiago-santiago/972
988,,
989,f-sqc2-amatpalermospa,amat-palermo-spa/540
990,f-u2m-bkk,bkk/42
991,,quadri-orari-atp-nuoro/1170
992,,valsts-sia-autotransporta-direkcija/1227
993,,consorcio-regional-de-transportes-de-madrid/1015
994,,
995,f-gcpv-transportforlondon,
996,,transport-scolaire-du-pays-de-grasse/1190
997,,
998,,
999,f-brest~bibus,bibus/593
1000,,um-przemy-l-mpk-przemy-l-przyjazdy-pl/1207
1001,,koleje-wielkopolskie/1117
1002,,mks-krosno-przyjazdy-pl/1210
1003,,tram-trambaix/996
1004,,tram-trambesos/997
1005,f-u2s1vm0ergtc~bratislava,
1006,f-gbqc-france~impulsyon,impulsyon/1217
1007,f-sp3e-tmb,transports-metropolitans-de-barcelona-tmb/995
1008,f-u3q-ztmwarszawa~kolejemazowieckie~warszawskakolejdojazdowa,"ztm-warszawa/720, metro-warszawskie/721"
1009,,zdmikp-w-bydgoszczy/1109
1010,,gzk-bystry/1115
1011,,koleje-mazowieckie/789
1012,,mpk-om-a/1110
1013,,ztm-lublin/1111
1014,,ztm-gda-sk-zkm-gdynia/1108
1015,,mzdik-radom/1008
1016,f-sn-tunis~banlieues,
1017,,metro-de-malaga/1063
1018,,monkey-forest-ubud/1213
1019,,donan-bus/1021
1020,f-u05-tcl~systral,
1021,f-d44t-nicaragua~institutoreguladordeltransportedelmunicipiodemanagua,irtramma/1120
1022,f-d44-nicaragua,
1023,f-d46d6-nicaragua~estelí,alcaldia-esteli/1119
1024,f-spc0-tisséo,tisseo/595
1025,f-gbqu-semitan,semitan/592
1026,,ile-de-france-mobilite/1214
1027,f-sry-cityofbelgradesecretariatforpublictransport,gsp-beograd/1083
1028,,camara-municipal-de-agueda/1129
1029,f-rck-gowest~sealinkgroup~atairporter~atmetro~thepartybuscompany,auckland-transport/124
1030,f-gbrw-irigo,irigo/1216
1031,,trentino-trasporti-esercizio/614
1032,f-eyck-carris,carris/1000
1033,f-eyce-tst,transportes-sul-do-tejo/999
1034,f-eyce-fertagus,fertagus/1001
1035,f-eycs0-soflusa,soflusa/1002
1036,f-eyckr-metrodelisboa,metro-de-lisboa/1003
1037,f-eyc-cp,comboios-de-portugal/1004
1038,f-eyck-transtejo,transtejo/1006
1039,,ferrocarriles-de-la-generalidad-valenciana-alicante/1040
1040,f-u995-kautra,kautra/639
1041,f-u9c0-kaunoviešasistransportas,kauno-viesasis-transportas-kvt/636
1042,f-u3z-klaipėdoskeleivinistransportas,klaip-da-transport/637
1043,f-u9cm-panevėžioautobusųparkas,panevezio-autobusu-parkas/638
1044,f-u99z-sĮsusisiekimopaslaugos,vilnius-transport/635
1045,f-spqb-aspoolbia,quadri-orari-aspo/1171
1046,f-spnp-atpsassari,quadri-orari-atp-sassari/1172
1047,f-spn-maddalenalines~delcomar,quadri-orari-traghetti/1169
1048,,collegamenti-marittimi-moby/1135
1049,f-spn-asara~atzeni~murgiaautolinee~baireautolinee~autolineedelgo,quadri-orari-linee-contributate/1168
1050,,collegamenti-marittimi-sardinia-ferries/1165
1051,,collegamenti-marittimi-tirrenia/1166
1052,f-spn-trenitalia,quadri-orari-trenitalia/1167
1053,f-u4k-kolumbus,kolumbus/54
1054,,ferrocarriles-de-la-generalidad-valenciana/1039
1055,f-u0h0-tag,tag/594
1056,f-s-ciotabus,
1057,f-wvux-福岡市営渡船,
1058,f-sr7f-ferrotramviariaspa~ferroviedelnordbarese,"ferrotramviaria/412, ferrotramviaria-spa/843"
1059,f-u0nh-autolineevaresine~trasportourbano~autolineevaresine~trasp,autolinee-varesine/661
1060,f-sportran,
1061,f-u2zs-mpk~rzeszówspzoo,ztm-rzeszow/1009
1062,f-u20-actvspa,actv/630
1063,f-u20f-actvspa,actv/631
1064,,renfe/1017
1065,,renfe/1016
1066,f-srhv-sgmspa,societa-gestione-multipla-spa/706
1067,f-9qcs-rosevilletransit,
1068,,
1069,,transilien-sncf/207
1070,f-u2wc-mvkzrt,mvk-zrt/839
1071,,bay-of-plenty-regional-council-bus-service/1222
1072,,wielicka-komunikacja-wewn-trzgminna/1107
1073,,taiwan/956
1074,,taiwan/958
1075,f-nvbw~bwsbahnubahn,deutsche-bahn-stuttgart/1035
1076,f-w21z-lta,
1077,f-u-nl,ov/814
1078,f-u4-ruter~flybussen~stfoldkollektivtrafikk~hedmarktrafikk~oppla,"entur/970, norsk-reiseinformasjon-as/791"
1079,f-sp4-consorcidemallorca,
1080,,puget-sound-region/1014
1081,f-nvbw~bwspnv,
1082,f-nvbw~kvsh,
1083,,
1084,f-nvbw~sweg,
1085,f-nvbw~vpe,
1086,f-q-transperth~transalbany~transbunbury~transbusselton~transgera,transperth/2
1087,,
1088,f-u151-stib,societe-des-transports-intercommunaux-de-bruxelles/527
1089,f-germany~regional~rail,
1090,f-germany~urban~transport,
1091,f-u0-openov~lu,openov/621
1092,f-u0-switzerland,sbb-cff-ffs/793
1093,f-nvbw~rbs,
1094,,
1095,f-ud-atkoliinidoÜ~aktsiaseltshansabussiliinid~kihnuveeteedas~väi,maanteeamet/510
1096,,
1097,f-gc-mcnultycoaches~johnodonoghue~sons~patrickgallagherchurchill,
1098,,city-of-hameenlinna/920
1099,f-9g3-semovi,mexico-city-federal-district-government/70
1100,f-spv0-tuatransdev~envibus~keolis,
1101,f-sp3e-authosa~mohnsl~oliverassl~rosanbussl~solerisauret~sgmt~tc,
1102,,ministry-of-transport-and-communications/921
1103,f-gcw-greater~manchester,transport-for-greater-manchester/224
1104,f-u8-romania~interregionalcalatori~regiotrans~cfrcălători~softrans~trans,
1105,f-wdw4-p2p,
1106,f-wdw-manila,philippines/71
1107,,artxanda-funicular/657
1108,,verkeiersverbond/1034
1109,f-rioc~nyc,
1110,f-dq0d-wavetransit,wave-transit/633
1111,f-f81y-codiactranspo,codiac-transpo/829
1112,,communaute-urbaine-du-grand-nancy/596
1113,f-eysb-empresamalagueñadetransportes,empresa-malaguena-de-transportes/874
1114,f-u6xr-finferries~sundqvistinvestmentsoyab~nordiccoastline,ferries/734
1115,f-u0t9-tunibergexpress~freiburgerverkehrsag~rastreisen,freiburger-verkehrs-ag/1228
1116,f-u0kkb-ginko,ginko-network/1196
1117,f-u0sk-réseaustan,grand-nancy/1068
1118,f-dnh-grtaxpress,grta/66
1119,f-etgc-hf~urbano~hf~interurbano,horarios-do-funchal-transportes-publicos-s-a/1128
1120,,jkp-direkcija-za-javni-prevoz-grada-nisa/1229
1121,f-dnkk-knoxvilleareatransit,knoxville-area-transit-kat/914
1122,,kocaeli-buyuksehir-belediyesi/964
1123,f-u3qc-komunikacjamiejskaŁomiankispzoo,komunikacja-miejska-omianki/723
1124,,lampoon-pattana-transport/796
1125,metra/169,
1126,f-brightline~trails,brightline-trains-llc/1134
1127,,city-of-kotka/923
1128,,city-of-kouvola/924
1129,,city-of-lahti/926
1130,,city-of-mikkeli/925
1131,,city-of-vaasa/922
1132,f-rbs-gowellington~tranzitcoachlines~paraparaumutaxisltd~kapitic,metlink/22
1133,,altamont-corridor-express/823
1134,,ministry-of-transport-and-road-safety/820
1135,,bizkaibus/653
1136,,city-of-kajaani/1103
1137,,coopthai-nct/799
1138,,cuneo/1191
1139,,deutsche-bahn/837
1140,,fort-wayne-citilink/378
1141,,
1142,,gruppo-torinese-trasporti/51
1143,,i-ride-trolley/909
1144,,intercity-group/744
1145,,madison-county-transit/1146
1146,,mar-chiquita-srl/805
1147,,mobilita-e-trasporti-molfetta/411
1148,,mountain-line/243
1149,,opentransit/588
1150,,przyjazdy-pl-plock/1211
1151,,przyjazdy-pl/1206
1152,,b-rgerbus-leupoldsgr-n-landkreis-hof/1126
1153,,region-des-pays-de-la-loire/1072
1154,,regione-piemonte/1192
1155,,rodoviaria-de-lisboa/998
1156,,
1157,,
1158,,
1159,,
1160,,
1161,,
1162,,
1163,,
1164,,
1165,,
1166,,
1167,,
1168,,
1169,,
1170,,
1171,,
1172,,
1173,,
1174,,
1175,,
1176,,
1177,,
1178,,
1179,,
1180,,
1181,,
1182,,
1183,,
1184,,
1185,,
1186,,
1187,,
1188,,
1189,,
1190,,
1191,,
1192,,
1193,,
1194,,
1195,,
1196,,
1197,f-dnn3-thecomet~sc~us,the-comet/1031
1198,,
1199,,
1200,,
1201,,
1202,,
1203,,
1204,,
1205,,
1206,,
1207,,
1208,,
1209,,
1210,,
1211,,
